@relation train_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute numberOfAnalystOpinions numeric
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute 52WeekChange numeric
@attribute fiftyDayAverageChangePercent numeric
@attribute twoHundredDayAverageChangePercent numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute revenueGrowth numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute _debtToEquity numeric
@attribute _PER numeric
@attribute sector numeric
@attribute state numeric
@attribute In_SP500 numeric
@attribute In_NASDAQ numeric
@attribute is_Insolvent numeric
@attribute has_benefits numeric
@attribute target {0,1,2,3,4}

@data
1.620442,0.083067,-0.084431,-0.536239,0.015917,-0.218966,-0.120069,0.110631,-0.069288,0.243666,0.287227,-0.191041,-0.038296,0.134908,0.287488,0.10607,0.052972,0.205788,0.021285,-0.07639,0.179532,-0.158736,0.453067,0.404925,0.249925,0.028437,0.178669,-0.117478,0.735552,-0.373485,-0.473167,0.080263,0.255932,0.606151,0.063898,-0.06007,0.381271,0.394766,0.212416,-0.606659,0.266387,-0.717003,-0.529765,-0.33171,0.630469,0.016057,-0.033249,7,24,1,0,0,0,2
-0.800386,-0.290976,-0.163461,-0.6548,-0.06962,-0.328479,-0.109343,-0.442584,-0.193277,-0.151199,-0.172404,-0.350899,-0.038151,0.835217,1.257456,0.908517,0.054574,0.774524,0.137381,-0.085426,-0.25454,-0.315955,-0.211956,-0.1284,-0.029155,-0.02223,-0.238378,-0.20023,-0.367632,0.377961,0.463322,-0.117879,-0.129477,-0.048905,0.203179,-0.144666,-0.066072,-0.047389,-0.258352,-0.662136,-0.639902,-0.61139,-0.402627,0.699272,-0.247271,-0.276481,-0.157307,5,51,0,0,0,0,3
0.894193,0.439825,0.092159,-0.649492,-0.255359,-0.750038,-0.618531,0.650221,-0.284515,-0.02216,-0.01869,-0.070529,-0.038085,0.076604,0.407561,0.158105,0.052971,0.318795,0.094808,-0.069246,-0.133408,-0.065717,-0.030335,-0.018109,-0.052887,0.10323,-0.261325,-0.192526,-0.0378,-0.354434,-0.491938,0.169131,-0.030335,0.019759,-0.325201,-0.109192,-0.210564,-0.184558,-0.363777,-0.586846,-0.268472,-0.653364,-0.50634,0.451224,-0.072256,-0.209589,0.022652,7,10,1,0,0,0,2
-0.195179,0.170511,-0.06505,-0.253405,0.092184,0.009842,0.252198,0.178761,-0.334647,-0.11399,-0.118291,-0.334675,-0.039444,-0.065689,-1.103796,-0.246799,0.052523,-0.043378,0.024567,-0.070927,1.311624,4.01559,0.041933,-0.026552,-0.02828,0.348118,-0.112778,0.093533,-0.088924,-0.351984,-0.382912,1.11993,-0.15174,-0.075556,-0.150799,-0.140907,-0.266785,-0.240936,-0.425536,-0.610622,-0.677045,-0.717003,0.045125,0.25357,0.024671,-0.268004,-0.117432,9,4,0,0,0,0,1
2.830855,-0.114552,0.069553,0.157983,-0.103615,-0.139796,0.023902,2.067324,0.644487,0.083959,0.052498,-0.295077,-0.039031,0.098027,-0.10934,-0.192774,0.052667,-0.115574,0.123394,-0.088158,0.338222,-0.115689,0.45929,-0.050216,0.394758,0.076087,1.16759,0.105617,0.057171,-0.242302,-0.187232,0.095355,-0.059734,-0.051621,-0.642815,-0.183513,0.363465,0.371858,0.478616,-0.464006,-0.264758,-0.562645,-0.445632,-0.717236,-0.108604,-0.172422,-0.120497,9,4,1,0,0,0,2
-0.800386,-0.30245,-0.175972,0.005223,-0.531661,-1.341526,-0.743676,-0.610184,-0.35513,-0.181458,-0.201699,-0.335069,-0.038975,0.189553,0.20105,0.181079,0.053071,0.498986,0.20809,-0.094042,-0.267537,-0.255394,-0.265459,-0.23594,-0.150393,-0.04515,-0.252059,-0.085141,-0.366849,0.047826,0.156302,-0.205245,-0.227793,-0.178348,-0.642815,-0.183513,-0.313828,-0.300828,-0.345998,0.528623,1.432676,1.226008,1.595004,-1.004461,-0.229424,-0.268239,-0.1569,6,4,0,0,0,0,2
-1.042469,-0.315897,-0.22515,-0.458221,0.03083,-0.693977,-0.235656,0.121532,-0.347315,-0.17577,-0.19815,-0.184301,-0.038922,0.029393,-0.919556,-0.118253,0.052693,0.472256,0.103025,-0.070086,-0.262385,-0.292838,-0.28468,-0.253519,-0.162665,-0.165182,-0.294615,-0.229243,-0.409189,-0.257815,-0.205745,-0.369736,-0.241297,-0.186526,-0.295567,-0.129902,-0.238163,-0.215219,-0.440548,-0.786957,-0.506187,-0.798244,-0.200477,0.83023,-0.191102,-0.282945,-0.051928,2,46,0,0,0,0,0
-1.16351,27.525181,10.791177,-0.70669,-0.279892,-0.510756,-0.240434,-0.344477,-0.40712,-0.062785,-0.086685,-0.055897,-0.039009,0.124064,-0.574894,-0.019612,0.052896,2.028466,0.611489,-0.086687,-0.00557,20.816661,-0.086333,0.007984,0.117097,28.315396,0.072001,18.451834,-0.334767,0.147982,0.904052,19.576476,-0.054599,0.102486,-0.642815,-0.183513,-0.372704,-0.343871,-0.527988,-0.503632,0.203244,-0.462448,-0.091221,-0.067306,-0.169184,-0.297668,-0.120057,2,48,1,0,0,0,3
0.167945,-0.212959,-0.181406,-0.521113,-0.003476,0.211277,0.042178,-0.735543,-0.267433,-0.125918,-0.14653,-0.235252,-0.038148,0.184601,1.124593,0.412405,0.053104,0.701374,0.054947,-0.069036,-0.233009,-0.289294,-0.163632,-0.131195,-0.104308,-0.104261,-0.095554,-0.103313,-0.302648,-0.208009,-0.275943,-0.207137,-0.145033,-0.026209,-0.418367,-0.149815,-0.084501,-0.063185,-0.219181,-0.555146,0.43353,-0.48005,-0.40817,-0.560473,-0.184935,-0.229791,-0.056994,6,46,0,0,0,0,3
-0.800386,-0.268429,-0.176316,-0.650407,-0.143371,-0.528396,-0.323459,-0.638798,-0.302118,-0.161425,-0.167278,-0.365305,-0.038049,0.585911,1.49353,0.751797,0.054054,0.364261,0.101108,-0.086897,-0.252777,-0.293034,-0.19945,-0.140031,-0.063152,0.032659,-0.20814,-0.14034,-0.154912,-0.28231,0.104103,0.048368,-0.438558,-0.037953,0.677,-0.125984,-0.194068,-0.170561,-0.245038,-0.267858,0.362958,-0.222787,-0.438569,0.357895,-0.24188,-0.22206,-0.159697,5,40,0,0,0,0,3
-0.558303,-0.255567,-0.173368,0.168855,-0.419515,-0.703384,-0.995039,0.385876,-0.330839,-0.173122,-0.19693,-0.287526,-0.03898,0.15351,-0.160292,0.145429,0.053022,0.823212,0.197936,-0.096983,-0.257144,-0.247002,-0.260308,-0.221898,-0.141423,-0.046357,-0.21447,-0.056408,-0.41443,0.391842,0.557433,-0.198473,-0.209066,-0.156763,-0.011824,-0.138811,-0.284102,-0.270637,-0.397273,-0.333241,-0.071615,-0.184875,-0.472991,1.222388,-0.23461,-0.296393,-0.13195,4,45,0,0,0,0,3
-0.195179,0.123847,-0.045635,-0.603322,-0.263739,-0.310976,-0.192289,-0.071957,-0.321631,-0.132712,-0.128944,-0.339492,-0.038905,-0.021476,-0.182654,0.007286,0.05276,-0.005669,-0.086757,-0.09173,-0.13308,0.178788,-0.120435,-0.102397,-0.128055,0.020595,-0.23291,-0.090143,-0.029594,-0.346541,-0.176432,1.065225,-0.093893,0.046058,-0.222097,-0.098688,-0.287065,-0.264852,-0.35802,-0.053878,0.225529,-0.144255,-0.496058,1.065237,0.113118,-0.261253,-0.012322,7,51,0,0,0,0,0
-1.284552,-0.203312,-0.178443,-0.520005,-0.127477,-0.791474,-0.496267,-0.420782,-0.367572,-0.163997,-0.178397,-0.310348,-0.039328,-0.029542,-0.722676,-0.161321,0.052605,0.328819,0.114667,-0.094882,-0.084997,0.230927,-0.174924,-0.174878,-0.121057,0.005516,-0.256534,-0.155748,-0.281655,-0.451596,-0.331999,-0.033862,-0.111286,-0.145026,-0.034094,-0.136783,-0.293971,-0.256672,-0.376268,-0.31739,1.67782,-0.064368,-0.434903,0.92273,-0.159164,-0.251019,-0.128447,2,45,0,0,0,0,0
-0.316221,0.395244,0.002723,-0.590006,0.123084,-0.145477,0.175341,-0.465748,-0.361856,-0.139984,-0.109572,-0.216115,-0.039351,-0.050422,-0.769587,-0.202485,0.052589,0.414141,0.390104,-0.068826,0.43335,3.823663,0.098113,-0.042581,-0.054027,0.754656,-0.288657,-0.188147,0.303976,-0.488883,-0.481652,0.533581,-0.277598,0.008691,-0.642815,-0.183513,-0.325661,-0.300322,-0.469602,-0.462025,-0.539616,-0.501714,-0.451801,0.277441,0.050115,-0.192234,-0.133662,2,9,0,0,0,0,2
1.983566,-0.116598,-0.104975,-0.617461,-0.06617,-0.36768,-0.271877,-0.205492,0.074471,0.071977,0.025546,-0.15837,-0.037709,0.987647,1.082543,0.150471,0.05317,0.631684,0.151327,-0.05979,-0.137473,-0.287965,0.063369,-0.028927,0.096347,-0.062039,0.578176,-0.025034,-0.363196,0.427495,0.513463,-0.180558,-0.125785,0.120705,-0.642815,-0.183513,0.413986,0.42152,-0.182755,-0.91376,-0.985332,-0.905211,-0.470577,-0.090514,-0.062564,-0.269031,-0.043434,6,4,1,0,0,0,2
0.288986,0.682462,0.430544,-0.373415,-0.282952,-0.507423,-0.460358,0.755141,-0.349402,-0.099535,-0.115028,-0.160909,-0.038711,0.070814,0.162555,-0.01765,0.052826,0.40901,0.1583,-0.071768,-0.15045,0.254727,-0.093084,-0.13364,-0.070593,0.432562,-0.113287,0.292772,-0.234648,-0.268702,-0.314,0.618515,-0.104893,0.025157,-0.642815,-0.183513,-0.307971,-0.280897,-0.480431,-0.733462,-0.755045,-0.763039,-0.493912,0.311479,-0.134048,-0.27351,-0.061392,9,14,1,0,0,0,2
-0.437262,-0.343705,-0.221161,-0.015643,0.080652,0.038166,0.491322,-0.155076,-0.257048,-0.17649,-0.191958,-0.130754,-0.038999,-0.052817,0.373562,-0.101968,0.052672,0.140036,-0.001001,-0.068195,-0.244958,-0.285965,-0.224036,-0.240189,-0.169842,-0.194134,-0.286993,-0.225857,-0.314643,-0.436083,-0.514051,-0.408989,-0.23182,-0.187958,-0.642815,-0.183513,-0.167,-0.297377,-0.107302,-0.010289,-0.049329,4.806022,-0.543623,1.128893,0.021037,0.065626,0.11525,2,50,0,0,0,0,1
-1.042469,0.239246,-0.053414,-0.16445,0.126464,0.155905,0.064347,-0.01064,-0.389752,-0.151642,-0.126725,-0.28033,-0.037333,0.196694,0.93859,0.537328,0.05327,-0.065335,0.094604,-0.061051,-0.242682,-0.068494,-0.195408,-0.13598,-0.115736,0.320975,-0.138733,0.417707,0.281748,0.231809,0.034676,0.674917,-0.14878,-0.411052,-0.053228,-0.121472,-0.328441,-0.300712,-0.484348,-0.596753,0.192101,-0.427244,-0.454036,0.750826,-0.227946,-0.208412,-0.10213,7,14,0,0,0,0,1
-0.195179,0.255288,-0.051819,-0.173602,0.070116,0.430269,0.231143,-0.638798,-0.317965,-0.020005,0.002029,-0.292168,-0.037516,0.283665,0.446724,0.406519,0.05324,0.057696,0.019287,-0.04361,-0.165305,-0.171022,-0.080568,0.040073,0.047071,0.229896,-0.122116,-0.079115,0.28041,-0.237947,-0.337399,0.802316,0.072872,-0.62258,0.193862,-0.075904,-0.160312,-0.136131,-0.293021,-0.535333,0.641531,-0.608682,-0.523685,0.711649,-0.190266,-0.217708,-0.078151,10,45,1,0,0,0,3
-0.558303,-0.318674,-0.175241,0.732236,0.025238,-1.147497,-0.700644,0.1992,-0.270738,-0.178151,-0.202533,-0.221003,-0.039228,-0.02149,-0.635113,-0.194922,0.052646,0.411397,0.057679,-0.064833,-0.253927,-0.260136,-0.272069,-0.257402,-0.166146,-0.17061,-0.236163,-0.129748,-0.415469,0.17792,0.003049,-0.359254,-0.220994,-0.150299,-0.642815,-0.183513,-0.260666,-0.242276,-0.202647,0.455315,0.83096,0.432555,0.124966,0.814648,-0.245817,-0.294727,-0.035558,6,35,0,0,0,0,2
0.288986,0.999901,7.55762,-0.617461,2.238231,3.945406,5.167801,0.43493,-0.247522,-0.146947,-0.172621,0.830238,-0.03574,0.268119,-0.218566,0.037765,0.052992,0.291707,0.815462,-0.12325,-0.275027,-0.192227,-0.281633,-0.254841,-0.156168,0.165357,-0.121741,1.181175,-0.384354,-0.046616,-0.023436,-0.153754,-0.235124,-0.169519,-0.642815,-0.183513,-0.352879,-0.325325,-0.342992,3.233091,-0.539616,2.058727,-0.148799,-0.272917,-0.250094,-0.282001,0.111527,4,20,0,0,0,0,1
-0.074138,0.129365,-0.091611,-0.026298,-0.032048,0.188401,-0.030502,-1.057116,-0.289662,-0.013187,0.10078,-0.266116,-0.038559,0.064966,-0.363491,0.056442,0.052775,-0.046122,0.092259,-0.045081,0.085727,0.061055,0.06002,0.201638,0.101444,0.21361,-0.295354,-0.235176,1.443133,-0.405328,-0.449767,0.398042,0.320004,-0.575142,0.66725,-0.042868,-0.09695,-0.074225,-0.346162,-0.786957,-0.153329,-0.80366,-0.517605,-0.521185,-0.140106,0.018842,-0.098505,10,22,1,0,0,0,2
-1.042469,-0.034013,-0.091301,-0.720708,-0.206375,0.859516,-0.028903,-0.205492,-0.275003,-0.14098,-0.164193,0.191942,-0.037911,0.058207,-0.442699,-0.028034,0.052562,0.585025,0.151082,-0.049494,-0.253491,-0.253512,-0.265416,-0.237069,-0.152829,-0.117531,-0.30167,-0.238872,-0.414587,-0.003341,0.107703,-0.296485,-0.248038,-0.252374,-0.487334,-0.127715,-0.26666,-0.258427,-0.187529,0.623725,0.782674,0.743979,0.999461,-0.449407,-0.195694,-0.295344,0.134054,7,37,0,0,0,0,1
0.65211,0.073273,-0.022287,0.387399,-0.101902,-0.418188,-0.467856,-0.794135,-0.373379,-0.160905,-0.185815,0.158168,-0.037822,0.342395,1.172749,0.193468,0.053251,1.197318,0.640646,-0.063152,-0.269782,-0.241583,-0.252619,-0.239044,-0.140682,0.097198,-0.222087,0.078468,-0.413397,-0.208826,-0.355398,-0.238702,-0.212944,-0.143523,-0.642815,-0.183513,-0.327828,-0.300136,-0.39258,0.471165,1.986107,0.463698,-0.503211,0.561958,-0.2239,-0.295329,-0.074241,9,4,0,0,0,0,3
-0.800386,0.041994,-0.025202,1.174813,-0.382856,-1.630447,-1.037591,0.022062,-0.362332,-0.148758,-0.178647,0.012066,-0.037508,0.366111,0.558532,0.360428,0.053564,1.055074,0.549832,-0.10707,-0.268336,-0.243298,-0.260177,-0.225385,-0.135431,0.108659,-0.245211,-0.051904,-0.388425,0.435116,0.260442,-0.187976,-0.197226,-0.149667,0.095673,-0.095772,-0.31735,-0.29823,-0.421523,-0.097466,0.608102,-0.203831,0.390059,0.406411,-0.244787,-0.282121,-0.087232,5,40,0,0,0,0,2
-1.284552,-0.362853,-0.165977,-0.692963,-0.459387,-0.000038,-0.422104,0.36135,-0.386467,-0.187132,-0.20814,-0.392082,-0.039337,-0.322047,-0.628611,-0.181788,0.052556,-0.259965,-0.784025,-0.104128,-0.270239,-0.159229,-0.28305,-0.262192,-0.209265,-0.727941,-0.299597,-0.221198,-0.409904,-0.205015,0.018991,-0.264695,-0.245314,-0.189992,-0.642815,-0.183513,-0.348715,-0.324893,-0.502936,-0.561089,-0.584188,-0.673674,-0.13968,-0.417468,-0.23461,-0.292192,-0.202169,7,5,0,0,0,1,3
0.531069,-0.376922,1.483255,-0.714103,0.221315,4.669507,3.570706,1.417364,10.490091,-0.164522,-0.182286,-0.278738,-0.037685,-4.387176,-3.334616,-2.15078,0.050236,-2.105317,-1.857737,-0.039827,-0.268843,-0.340965,-0.329878,-0.388958,-0.556844,-0.34372,-0.271786,-0.23617,-0.340752,-0.411588,-0.281343,-0.42791,-0.35035,-0.319008,-0.642815,-0.183513,1.191653,1.098951,17.445796,5.362984,-0.160758,3.387015,-0.07924,-2.894133,-0.214934,0.207098,-0.202169,7,35,0,0,0,1,3
2.709814,-0.254105,-0.166921,-0.703544,0.366044,2.611005,1.926352,0.180124,13.164672,0.856587,0.951521,-0.322287,-0.03856,-0.652034,-0.313603,-0.039778,0.052365,-0.475002,-0.544942,-0.084375,1.104475,-0.272403,1.098974,0.997855,-4.135387,-0.49391,4.294026,-0.089459,3.51903,-0.350896,-0.371598,-0.114095,1.365546,-2.313174,-0.496199,0.291144,6.028193,5.43578,5.175162,-0.658173,-1.249047,-0.753561,-0.545143,-1.358989,1.065432,1.395718,-0.202169,9,4,1,1,0,1,4
1.015235,-0.118754,-0.145898,5.093216,-0.253827,-0.085386,-0.377815,0.106543,-0.029542,0.01257,0.028493,-0.202853,-0.038991,0.080512,-0.051005,-0.024553,0.05283,0.314857,0.360621,-0.077441,0.236852,-0.08554,0.367584,0.237148,0.256104,0.088151,0.50769,0.014291,0.413445,-0.307894,-0.392169,-0.130478,0.066929,0.202354,-0.563319,-0.177452,0.238243,0.25492,-0.160258,-0.820639,-0.81076,-0.788765,-0.527529,-0.105709,0.38815,0.077716,-0.125042,6,14,1,1,0,0,1
-1.042469,-0.154674,-0.167362,-0.562551,0.735403,0.376758,2.080052,0.914565,-0.341499,-0.167921,-0.190826,-0.243611,-0.03933,-0.125094,-1.125885,-0.287505,0.052602,-0.454119,-0.286591,-0.038987,-0.161437,0.193863,-0.27066,-0.26825,-0.201952,-0.359403,-0.188262,0.069894,-0.380497,-0.225972,-0.351284,-0.112473,-0.151075,-0.0387,-0.642815,-0.183513,-0.305416,-0.288204,-0.432794,-0.366923,-0.160758,-0.350065,0.905314,-0.670324,-0.163126,-0.282339,-0.202169,7,4,0,0,0,1,0
-0.800386,1.602805,0.386297,-0.504208,0.269521,0.592057,0.85421,-0.076045,-0.378954,-0.066146,-0.086255,0.064828,-0.037879,0.116335,-0.179281,0.035918,0.052937,0.57512,0.190657,-0.06021,-0.199843,0.173073,-0.195766,-0.165606,-0.089243,0.507355,-0.230403,0.033488,-0.330093,-0.191407,-0.189546,0.630978,-0.160873,-0.089104,-0.574471,-0.166767,-0.325698,-0.298021,-0.513688,-0.955367,-1.033618,-0.939061,-0.503211,-0.190418,-0.144952,-0.286556,0.032063,7,27,0,0,0,0,1
0.773152,-0.115063,-0.161733,0.189721,-0.116379,0.331687,-0.18384,-0.882704,-0.299975,-0.138579,-0.14239,-0.331546,-0.035026,0.32948,1.351794,0.94948,0.05366,-0.097316,-0.095117,-0.053276,-0.269186,-0.307895,-0.248035,-0.190061,-0.142048,-0.104864,-0.301028,-0.238313,-0.166014,-0.246929,-0.403226,0.294864,-0.17855,-0.094373,1.116915,0.228215,-0.227435,-0.204227,-0.066745,0.613818,2.665823,0.543585,-0.389127,1.459274,-0.253087,-0.249436,0.024922,8,22,0,0,0,0,1
1.378359,-0.306031,-0.20465,-0.633476,-0.149938,-0.417573,-0.665125,-1.264231,0.454436,-0.084784,-0.084705,-0.35236,-0.038634,0.28725,0.957548,0.657869,0.053527,0.316886,0.067466,-0.01167,-0.123139,-0.295716,0.077324,0.297982,0.127897,-0.080134,-0.260675,-0.232132,-0.077278,-0.267069,-0.400911,-0.163439,0.30234,0.127233,1.002945,-0.089757,0.650987,0.646546,0.772197,-0.442212,-0.1199,-0.532857,-0.420419,0.260809,-0.242909,-0.126555,-0.146721,4,45,1,0,0,0,1
-0.195179,0.157247,0.16597,0.391791,-0.200004,-0.2156,-0.423704,-0.460298,-0.337144,-0.156171,-0.159904,0.396503,-0.038768,0.054461,0.03513,0.118374,0.050645,0.335621,0.517719,-0.080173,-0.208783,0.128382,-0.18924,-0.152738,-0.122339,0.247388,-0.206859,0.141153,-0.150554,-0.400157,-0.528451,-0.272279,-0.164329,-0.119289,1.922273,0.085178,-0.328112,-0.300804,-0.329663,1.222076,0.38153,1.090607,-0.414697,1.484857,-0.171607,-0.080951,-0.101068,2,5,0,0,0,0,3
-1.042469,-0.373816,0.079271,-0.617461,-0.419132,-0.517277,-1.053694,0.941817,-0.355272,-0.185654,-0.20843,-0.356324,-0.039108,-0.211096,0.079397,-0.207741,0.051892,-0.7577,-0.277559,-0.095933,-0.280311,-0.330412,-0.285588,-0.266705,-0.180323,-0.219467,-0.294227,-0.227628,-0.416642,-0.090978,-0.242002,-0.393657,-0.248677,-0.189652,-0.325866,-0.183513,-0.250252,-0.26095,-0.174684,0.449371,4.879545,0.455574,-0.447688,-0.053105,-0.250918,-0.295576,-0.202169,1,5,0,0,0,1,1
-0.679345,-0.341696,0.522701,-0.621865,0.194867,0.848443,0.530391,-0.400343,-0.096352,-0.170749,-0.193819,-0.186576,-0.038839,-0.037183,0.49321,-0.104216,0.05272,-0.067244,-0.068305,-0.049914,-0.258059,-0.31621,-0.242767,-0.249363,-0.169684,-0.19715,-0.150698,-0.142639,-0.36574,-0.202838,-0.304486,-0.397411,-0.23901,-0.162731,-0.642815,-0.183513,-0.075933,-0.057685,-0.07118,-0.291633,-0.227615,-0.237682,-0.392166,0.542895,-0.210378,-0.155272,0.239692,9,2,0,0,0,0,1
-0.679345,1.025846,0.370795,3.239442,-0.267596,0.023594,-0.685043,-1.063929,-0.37558,-0.143688,-0.152148,0.325794,-0.039362,-0.042311,-1.084321,-0.20396,0.052587,0.845885,1.207056,-0.104128,0.163004,4.734314,-0.190887,-0.129882,-0.081696,1.244432,-0.290564,-0.152859,-0.214901,-0.436627,-0.486023,0.052993,-0.119442,-0.139896,-0.42424,-0.165309,-0.350451,-0.324567,-0.471405,0.170008,-0.0419,0.222683,0.2994,-0.112119,-0.182511,-0.239998,-0.120321,2,1,0,0,0,0,3
0.046904,0.008923,-0.122627,3.496423,0.080459,0.109806,-0.033268,-0.536603,-0.325147,-0.122323,-0.125879,-0.275554,-0.036197,0.413835,0.979242,0.706366,0.053726,0.050417,0.00795,-0.028901,-0.257412,-0.279181,-0.227449,-0.162543,-0.103804,0.018786,-0.286251,-0.217346,-0.154063,-0.338648,-0.464424,0.240805,-0.126732,-0.141817,0.583218,0.006459,-0.23965,-0.213769,-0.338834,-0.358997,0.229244,-0.405579,-0.515459,-0.07692,-0.247259,-0.243114,-0.053651,4,22,0,0,0,0,3
1.015235,-0.052467,-0.090658,2.56734,-0.244452,-0.700244,-0.853218,0.625694,-0.260825,-0.164669,-0.185865,0.060553,-0.038699,-0.062236,-0.114019,-0.119427,0.052626,-0.151135,-0.079315,-0.058319,-0.251803,-0.149329,-0.252532,-0.247079,-0.172562,-0.177848,-0.229289,0.019976,-0.351932,-0.036001,-0.198031,-0.265536,-0.224018,-0.190674,-0.642815,-0.183513,-0.322239,-0.296733,-0.304957,1.224058,-0.131043,1.25715,-0.146564,0.980363,-0.098596,-0.246729,0.794809,2,35,0,0,0,0,3
1.862524,-0.053125,-0.138861,-0.678653,0.220904,-0.124762,0.488485,0.146059,0.250419,0.06146,0.054323,0.151119,-0.038413,0.222173,0.870137,0.058963,0.052908,0.475001,0.703852,-0.071978,-0.012062,-0.214033,0.305943,0.080657,0.24645,0.06523,0.510508,0.014944,0.137796,-0.288298,-0.434339,-0.294548,0.0536,0.186764,-0.11204,-0.126804,0.238833,0.254863,0.193304,-0.493725,-0.573045,-0.569415,-0.530122,0.383203,-0.114662,0.218394,-0.098243,2,4,1,0,0,0,3
-0.800386,-0.297078,-0.219277,-0.564747,-0.012582,-0.242824,-0.243186,-0.032442,-0.282155,-0.164603,-0.186989,-0.152743,-0.038777,0.072475,-0.253445,0.010752,0.052956,0.725479,0.187986,-0.070927,-0.249861,-0.292096,-0.25531,-0.228401,-0.147614,-0.149499,-0.22166,-0.16603,-0.38053,0.118044,0.302612,-0.360636,-0.217284,-0.159524,-0.184598,-0.119285,-0.166007,-0.143129,-0.384867,-0.767144,-0.632474,-0.792827,-0.408349,0.759667,-0.212801,-0.238119,-0.065637,7,10,0,0,0,0,3
1.378359,-0.252314,-0.173457,0.580683,0.093356,-0.646018,-0.481897,1.019485,0.521671,-0.058306,-0.09301,0.353303,-0.038588,-0.024811,-0.546699,-0.221262,0.052593,0.235979,0.129184,-0.032683,-0.141564,-0.28771,-0.182873,-0.233012,-0.133152,-0.182674,0.066612,-0.149287,-0.416216,0.020609,-0.02395,-0.402922,-0.163826,-0.062918,-0.642815,-0.183513,0.310186,0.269058,0.589423,-0.351072,-0.680759,-0.457032,0.22251,-0.049955,-0.184935,-0.293734,0.286558,9,19,0,0,0,0,2
-0.074138,-0.068107,-0.111679,-0.715079,-0.250448,-0.645817,-0.896277,-0.551592,-0.088961,-0.015979,-0.047996,-0.266875,-0.038087,0.21393,0.183853,0.20494,0.053216,0.152327,0.06977,-0.067565,-0.156583,-0.241927,-0.099384,-0.033717,0.015522,0.003103,1.625232,0.597532,0.185496,0.000741,0.015906,0.077666,-0.038413,0.05443,-0.356128,-0.145441,0.067642,0.02627,-0.135176,-0.656192,-0.372473,-0.65201,0.654437,-0.372655,-0.043142,-0.133055,-0.073401,5,9,1,0,0,0,3
-1.042469,-0.359382,-0.192356,-0.259995,-0.239019,0.289307,0.649076,-0.27771,-0.368231,-0.178153,-0.150445,-0.254343,-0.038918,-0.475359,1.056869,0.216785,0.052888,-0.002208,-1.557201,-0.090679,-0.170901,-0.212685,-0.019817,-0.054582,-0.402986,-0.562672,-0.176577,-0.149908,0.260946,-0.317147,-0.413768,-0.404199,-0.134295,-0.104041,-0.642815,-0.183513,-0.323975,-0.130853,-0.496949,-1.090095,-0.777331,-0.777933,1.659645,-1.378605,-0.132836,1.847078,-0.202169,1,46,0,0,0,1,2
-1.284552,-0.201996,-0.151073,-0.638052,-0.297943,-1.12274,-1.293901,-0.409882,-0.336845,-0.171599,-0.183537,-0.336406,-0.039025,-0.018126,-0.871855,-0.07156,0.052706,0.265931,-0.005568,0.046957,-0.223033,-0.102371,-0.266113,-0.218154,-0.155342,-0.11934,-0.29366,-0.216631,-0.265231,-0.210731,-0.278001,0.085084,-0.233497,-0.194323,-0.642815,-0.183513,-0.303757,-0.287234,-0.357997,0.199728,0.147529,-0.123944,0.351435,0.329272,-0.132836,-0.257087,-0.021201,7,36,0,0,0,0,0
-0.558303,-0.114003,-0.149976,-0.191906,-0.110432,-0.230034,-0.146032,-0.56113,-0.385727,-0.166794,-0.182246,-0.284439,-0.036002,0.514706,1.63727,0.820002,0.054038,0.19111,0.043672,-0.109381,-0.277289,-0.299147,-0.267037,-0.231189,-0.148835,-0.016801,-0.295236,-0.217905,-0.30641,-0.439621,-0.595563,0.056657,-0.219307,-0.154242,1.473055,0.077705,-0.312511,-0.289479,-0.448312,-0.416455,1.477248,-0.499006,-0.357119,-0.805592,-0.253632,-0.266523,-0.080199,8,44,0,0,0,0,1
