@relation 'train_processed_std_bal_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R1-3,49,51'

@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute In_SP500 {0,1}
@attribute In_NASDAQ {0,1}
@attribute currentPrice numeric
@attribute allTimeHigh numeric
@attribute allTimeLow numeric
@attribute 52WeekChange numeric
@attribute fiftyDayAverageChangePercent numeric
@attribute twoHundredDayAverageChangePercent numeric
@attribute beta numeric
@attribute averageVolume numeric
@attribute marketCap numeric
@attribute enterpriseValue numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute profitMargins numeric
@attribute grossMargins numeric
@attribute ebitdaMargins numeric
@attribute operatingMargins numeric
@attribute returnOnAssets numeric
@attribute returnOnEquity numeric
@attribute earningsQuarterlyGrowth numeric
@attribute revenueGrowth numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute ebitda numeric
@attribute netIncomeToCommon numeric
@attribute trailingEps numeric
@attribute totalCash numeric
@attribute totalCashPerShare numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute currentRatio numeric
@attribute bookValue numeric
@attribute operatingCashflow numeric
@attribute freeCashflow numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute sharesOutstanding numeric
@attribute floatShares numeric
@attribute sharesShort numeric
@attribute sharesPercentSharesOut numeric
@attribute shortRatio numeric
@attribute shortPercentOfFloat numeric
@attribute heldPercentInsiders numeric
@attribute heldPercentInstitutions numeric
@attribute fullTimeEmployees numeric
@attribute is_Insolvent {0}
@attribute _debtToEquity numeric
@attribute has_benefits {0,1}
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
5,1,0,0.05594,-0.273631,0.318835,-0.431959,-0.166371,-0.257439,-0.148854,0.022445,0.420895,-0.212743,-0.791638,-0.916129,-0.357078,0.137864,-0.770677,-0.251706,-1.478637,-0.343351,-0.112814,-1.692978,0.862831,0.523323,1.042338,0.467006,-0.019515,0.102889,1.425585,1.576148,0.474049,-1.348729,-0.148694,0.787122,0.551025,0.288118,1.164603,0.403008,0.517766,0.576504,-0.152255,-1.068292,-0.3936,-1.148292,-0.414658,-1.266897,0.571576,0,0.044449,0,-0.32524,4
2,0,0,0.986514,0.672405,-0.754066,0.807809,-0.002469,0.467158,-0.543683,-0.870872,-0.084058,-0.211383,0.026173,-1.26158,-0.846719,-1.244384,-1.132907,-1.04118,0.184977,0.394693,-0.623247,0.006076,1.279745,2.501609,0.799291,0.443771,-0.209552,1.678521,-0.97536,-0.628582,0.908224,-2.011846,-0.955684,1.032411,-0.480163,-0.064448,-0.828089,-0.720395,-0.985297,-0.935218,-1.017791,0.017628,-0.40032,-0.068704,-0.415208,0.130636,0.703055,0,0.342313,0,-0.476281,2
9,0,0,-0.562331,-0.935376,-0.934916,-0.010885,-0.636755,-0.796221,-0.527708,0.14068,-0.226151,-0.326552,0.706135,0.076802,0.061891,-0.202562,-0.350323,-0.111753,1.525199,0.286909,0.139667,0.496776,-0.563291,-0.906897,-0.589761,-0.66838,-0.358862,-0.58653,-0.02492,-0.44697,-0.877285,1.19761,0.882118,-1.25087,-0.371135,-0.305945,-0.828089,-0.720395,0.245683,0.290819,0.386954,0.242199,0.450854,0.28523,-0.237712,0.406724,1.185012,0,-0.193524,0,0.208428,1
9,0,0,-0.615984,-1.025577,-0.613282,2.324833,2.107219,2.071452,0.73894,0.310087,-0.867859,-0.369753,-0.277607,-0.034433,0.226198,0.335775,-0.23645,-0.199261,-0.259655,-0.239703,-0.041018,-0.078937,-1.180031,-0.855587,-1.043643,-1.134171,-0.405516,-0.541455,0.159955,0.579089,-0.972977,0.46147,0.541828,-0.404639,-0.432008,-0.430894,-0.828089,-0.720395,-0.604172,-0.617337,0.189063,1.210898,-0.853663,0.903427,1.139587,-1.626143,-0.663723,0,-0.74593,0,0.02363,1
7,0,0,1.640672,1.515142,1.66105,0.266628,0.647678,1.17632,1.295809,-1.014754,0.186471,-0.253123,0.623662,-0.199728,0.005185,-0.597982,-0.221145,-0.012025,1.325945,0.359663,-0.250801,-0.91904,0.118045,1.353991,-0.044307,0.087408,-0.224321,2.153919,0.453708,1.881041,0.098405,0.957477,0.733705,1.18408,-0.251524,-0.119448,-0.828089,-0.720395,-1.232945,-1.14517,-1.019257,0.423884,0.269508,0.331485,-0.48801,0.938417,0.385576,0,-0.542622,0,-0.039478,1
5,0,0,-0.288738,-0.716155,1.820934,0.13444,-0.843692,-0.337461,1.094971,0.372001,1.472775,0.569252,1.264783,2.693748,4.178098,1.276955,2.111981,2.6796,1.346766,0.117627,-0.019714,0.784228,-0.008785,-2.171052,0.454174,0.820521,0.466304,-0.590852,0.143874,-1.364738,-0.177693,0.220294,-0.371131,-1.471067,-0.08208,0.305578,-0.345768,1.109673,2.193001,2.183615,1.029795,-1.94421,1.132387,-0.319292,-0.12202,-0.199112,-0.548819,0,0.619172,0,0.506757,3
6,1,0,0.96181,0.952972,-1.540365,-0.794278,0.623181,-0.025042,-0.666925,1.069486,1.824626,1.361774,-0.121307,1.016577,0.269126,0.799196,0.497902,0.245304,-0.49818,-0.51438,-0.686572,-0.29422,1.185833,-0.057947,1.591771,1.621458,0.834434,0.056011,1.145197,0.039397,1.281616,0.146717,-0.020634,1.141434,0.959427,1.187862,-0.53285,-0.183796,1.505771,1.453876,0.600384,-1.495561,-1.088977,-1.557226,0.676382,-0.735204,1.185012,0,0.653585,0,0.662154,0
5,0,0,-0.115861,-0.568072,0.579931,0.184724,-0.480106,-0.071268,-0.023331,-0.590115,-0.48863,-0.339702,-0.637306,0.616625,1.484511,0.687734,1.563921,1.900802,0.765345,-0.109677,-0.47662,3.213559,-1.017244,-0.685371,-0.766875,-0.390652,-0.348231,-0.073243,-0.678302,-0.649083,-0.291055,0.780962,0.25826,0.461368,-0.385262,-0.28821,0.611745,0.17565,-0.501597,-0.67654,-0.056086,0.761384,0.967617,0.76522,0.576856,-0.967657,-1.467582,0,-0.538026,0,-0.29747,2
7,0,0,-0.445951,-1.02217,0.515097,0.63029,0.035379,0.815221,-0.536837,-0.098246,-0.119937,-0.310464,0.460632,0.577129,-0.052552,0.153152,-0.05231,0.050909,0.105117,-0.324549,-0.161538,0.027232,-0.702321,-1.113746,-0.604875,-0.643506,-0.383512,-0.687232,-0.333074,-0.823324,-0.615654,0.573623,0.67689,-0.900714,-0.375716,-0.286175,-0.425858,0.006199,0.276747,0.246938,0.267381,-0.002161,0.780135,-0.120884,0.755892,0.006295,-0.548819,0,-0.123435,0,0.699098,2
7,0,0,0.786099,0.443394,-0.038442,0.443265,0.09188,0.538224,0.663626,-0.978854,0.249978,-0.244835,0.540133,0.253004,0.245225,-0.35656,-0.101341,0.100742,0.713686,0.090906,-0.245844,-0.01512,-0.122206,0.208361,-0.188799,-0.095691,-0.253615,0.343882,0.129813,0.356807,-0.216905,-0.060392,-0.170953,0.345652,-0.306077,-0.227994,-0.414476,-0.260842,-0.370225,-0.338226,-1.06018,-1.068292,-0.321184,-0.996746,-0.476572,0.246971,0.288792,0,-0.401942,0,0.187995,1
