@relation 'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46'

@attribute numberOfAnalystOpinions numeric
@attribute sector {0,1,2,3,4,5,6,7,8,9,10}
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
-0.056073,2,-0.195234,0.031754,-0.591469,0.254117,0.839296,-0.106419,0.230638,-0.204936,-0.690137,-0.584779,-0.597406,1.43727,-0.244208,0.35392,3
0.555429,6,0.838396,-0.106302,-0.245977,0.937628,1.462702,0.049023,0.84529,-0.026831,-0.213442,-0.039202,-0.213489,-0.422885,-0.547971,0.553438,1
1.533831,6,2.203258,0.34243,0.210556,1.835412,0.029371,5.328302,1.630431,-0.306436,1.078115,0.20836,2.716902,-1.8352,-0.575394,0.036191,2
-0.056073,6,-0.531035,0.880999,0.061053,-0.681751,-0.928808,-0.339778,-0.72776,0.671547,-0.690137,-0.584779,-0.157458,0.84927,0.172463,-1.592794,2
0.92233,4,0.541467,0.390682,-0.50719,0.735219,-0.056356,-0.159007,0.182656,-0.440272,-0.427059,-0.404849,1.159237,-0.079996,-0.49634,0.191781,1
2.145333,4,0.735485,-0.861507,-0.458427,1.040429,0.030241,0.555113,0.993337,-0.094012,0.981225,-0.132528,1.532538,-0.620939,-0.50317,-0.300132,1
-1.156776,0,-0.446645,0.306376,-0.627761,-0.053557,0.056143,-0.36332,-0.371965,-0.734419,-0.690137,-0.584779,-0.602496,0.697398,3.830083,0.461554,0
1.656132,9,2.089054,0.760739,0.305249,1.612204,0.364145,2.405894,1.222266,0.456486,0.294385,-0.017545,1.994438,-0.825526,-0.569367,0.14485,3
0.310828,9,-0.192765,-0.692663,-0.377073,0.196297,0.028291,-0.262855,0.50666,0.473094,0.018238,0.394037,0.266987,-0.044491,-0.465602,0.72,2
1.04463,4,0.319749,-1.257602,-0.071951,0.373362,-0.878886,0.045741,0.629592,-0.773184,1.873404,0.113353,1.609607,0.056512,-0.518539,-0.247296,0
0.433128,5,1.654754,-0.004702,1.135894,0.746309,-0.27087,0.733524,1.355558,-3.781773,-0.120598,0.019247,1.444464,-1.550029,-0.487902,0.512784,1
-0.545274,7,1.207151,0.419396,1.532236,0.321151,-1.154683,-0.137152,-1.096732,1.94841,-0.690137,-0.584779,2.42466,-0.440078,0.286877,0.479667,2
-0.422974,6,-0.975416,-0.736372,-0.230912,-0.783273,-1.077834,-0.35666,-0.452155,1.084756,-0.690137,-0.584779,0.107066,0.116898,-0.452141,-1.592794,2
0.555429,7,-0.27957,-0.298116,0.773718,-0.797163,-2.120516,-0.443747,-0.041048,-0.921664,-0.690137,-0.584779,2.007306,2.658496,-0.05094,-1.592794,3
0.92233,9,0.39551,1.214884,0.867174,-0.279814,-0.012925,-0.3288,0.410961,0.98742,-0.690137,-0.584779,-0.362719,1.593842,-0.516329,2.183414,1
-0.789875,5,0.842769,-0.634405,-0.316187,0.854124,0.862898,-0.109166,-0.094929,-0.271883,0.352095,-0.078792,0.318217,-1.785119,-0.422809,0.04568,2
0.92233,7,0.939795,0.588246,0.560872,0.453415,0.506249,-0.007428,0.705608,-0.528257,-0.344969,-0.026179,0.129691,-0.466304,-0.530794,0.755976,2
-0.422974,3,0.715265,-0.971344,-1.514199,1.705928,2.118867,-0.028208,1.132813,-0.148519,0.668449,-0.102219,0.385404,-0.444412,1.144426,-0.124926,1
-0.912175,4,-1.975124,-2.120035,-0.983187,-0.772686,-0.720796,-0.346995,-0.449041,-0.870477,0.982008,2.278125,-0.347158,-1.57066,-0.398199,0.726583,3
0.555429,3,0.5336,2.762013,-0.148109,0.566779,0.660637,-0.019148,0.46312,-0.785104,1.266505,0.520792,0.120447,0.340701,-0.521553,0.233149,4
-0.789875,5,-0.738559,0.297865,0.396645,-1.036983,-1.426421,-0.366288,-0.34721,0.23593,-0.253306,-0.076802,0.17274,1.926009,0.349156,0.551594,1
0.800029,7,0.464892,-0.621748,-0.270485,1.107019,-0.385727,0.022435,1.516698,1.364522,0.433293,0.059087,1.81522,0.068234,2.425879,0.155211,2
-0.300674,9,-0.851323,-0.45255,-0.124443,-0.924758,-1.217726,-0.352354,-1.34182,0.447477,-0.690137,-0.584779,-0.147085,-0.006841,-0.235267,1.833605,3
0.310828,9,1.353972,-0.118278,0.905769,0.595704,0.807943,0.20562,0.982692,-1.139388,-0.387298,-0.189383,0.008883,-1.679079,-0.545159,0.623044,2
0.555429,2,0.019126,1.105462,0.149322,0.104355,0.31996,-0.125776,0.706275,0.069859,-0.690137,-0.584779,-0.286743,0.702759,-0.510503,0.26157,2
-0.178373,6,-1.105788,-0.619115,0.554601,-1.677695,-1.659059,-0.40136,-0.760459,1.577444,-0.690137,-0.584779,-0.42761,1.46126,-0.458369,-1.592794,1
-0.178373,6,-0.586501,-0.126469,-0.141182,-0.395884,0.084721,-0.299876,0.057718,-0.175788,-0.690137,-0.584779,-0.688276,0.565517,-0.467008,0.129717,2
-1.156776,8,-1.843607,-2.077482,-0.227854,-1.245362,-0.971762,-0.374583,-0.500182,-2.233943,1.687554,4.276174,-0.684665,-1.104531,-0.319948,1.705904,2
1.04463,8,0.501461,-0.61919,1.03919,-0.22821,-1.147281,-0.275085,0.731302,-0.543945,0.921215,0.79558,0.948648,-0.873068,0.195868,0.513971,2
-0.545274,2,-0.717673,-2.145825,-1.4252,1.120317,0.747066,-0.005442,0.988931,-0.832121,-0.690137,-0.584779,0.815582,0.865091,-0.150186,-0.523962,3
-1.034476,9,-0.030249,0.154583,-0.155443,-0.004579,0.051754,-0.329565,-0.024545,0.415622,-0.690137,-0.584779,-0.036645,0.166497,-0.399003,0.98152,0
-0.545274,2,-0.664486,-0.692872,-1.103328,0.215494,1.417794,-0.285935,0.04919,0.079392,1.723814,0.525313,-1.302177,0.830025,-0.201014,0.1055,3
-0.545274,2,-0.555967,-0.017124,-0.70463,-0.080959,0.228875,-0.281737,-0.326191,-0.080825,0.43721,0.419689,-0.344889,1.193677,-0.354201,0.472637,2
2.267634,3,2.62292,1.563112,-0.583929,2.683071,2.517659,3.714125,1.036289,-0.819647,-0.440531,-0.111544,1.228487,-1.316646,-0.566354,0.848497,2
-0.056073,9,-0.088808,0.646154,0.786587,-0.725539,-1.256929,-0.352341,-0.548506,0.508374,-0.690137,-0.584779,0.134291,0.382524,2.7423,-1.592794,0
-1.279077,7,-1.773854,-1.224846,-1.609673,-0.253825,0.38298,-0.373255,-0.389487,-0.435993,0.998291,-0.399437,-0.885462,-0.050874,-0.150989,-1.592794,2
0.677729,6,0.445347,1.417704,1.651235,-0.873556,-1.420521,-0.330029,-2.111501,1.775744,-0.690137,-0.584779,0.197005,-0.529657,-0.352293,0.917122,2
-1.034476,3,-0.074847,0.206606,0.116987,-0.231481,0.524706,-0.273655,-0.157062,-0.497581,-0.690137,-0.584779,-0.949632,-0.735399,-0.330796,0.413149,0
1.16693,3,1.246714,0.604405,-1.540161,2.320114,1.686587,3.691591,1.471085,-0.982769,0.202964,-0.02812,1.672312,-0.022395,0.260458,0.205426,2
-0.422974,2,-0.402806,-1.183035,-0.317033,0.29928,0.293361,-0.262383,0.866588,-0.030664,0.545175,0.000054,0.051509,1.050762,-0.487299,0.035278,2
0.677729,7,-0.081588,0.587086,0.469982,-0.497571,-0.617878,-0.340216,-0.608921,-0.457568,-0.690137,-0.584779,0.005507,0.777253,-0.515927,0.506029,2
0.066227,5,0.30851,-1.230505,-0.147066,0.483618,-0.435151,-0.191031,0.258854,-0.576056,1.01935,0.671727,1.043768,-0.41014,-0.513014,0.402956,3
0.188528,2,0.158391,-1.021911,-1.371571,1.524218,3.163071,0.27494,1.206573,-1.655718,-0.358421,-0.462964,-1.321961,0.661074,-0.457666,-0.158697,1
-0.178373,9,0.003761,0.529999,-0.092239,0.075843,-0.133467,-0.224622,0.318735,-0.48258,-0.576709,-0.510985,0.274858,-0.967229,-0.526374,0.158883,1
1.16693,8,0.857069,-0.376232,1.120619,0.076483,-0.80844,-0.168769,0.972861,-3.440777,1.39822,0.815375,1.012971,-1.351263,-0.528584,0.375332,3
0.92233,9,0.544986,1.629711,1.437613,-0.638457,-0.152171,-0.317694,-1.129078,0.870352,-0.690137,-0.584779,-0.851713,0.868233,-0.502869,1.426742,2
-0.300674,6,-1.919876,-0.134422,1.227099,-3.063847,-2.322139,-0.398031,-3.246947,1.405036,-0.690137,-0.584779,-0.833887,2.33707,1.104748,-1.592794,0
-1.034476,2,-1.506898,-0.144387,-1.90992,-0.430828,-0.664966,-0.326379,-1.145265,0.036232,-0.690137,-0.584779,-0.127625,1.141446,-0.18233,-1.592794,4
0.433128,8,-0.289528,-0.935353,0.037282,-0.011148,-0.714591,-0.294837,0.634983,-0.307692,2.399297,3.681099,0.848768,0.850861,-0.577002,-1.592794,2
3.246036,2,1.807862,1.437084,0.99087,0.865076,0.118908,0.313398,0.513968,0.148608,-0.690137,-0.584779,1.069751,-0.538967,-0.508795,1.47607,1
-0.667575,3,-0.519789,-0.505622,-1.211302,0.374845,-0.002987,-0.099226,0.066514,-0.509742,2.917538,0.716511,0.529418,0.939928,0.184517,0.000316,3
-1.034476,8,-0.167559,-0.899835,0.428514,-0.237122,0.270788,-0.297572,0.736228,0.437171,-0.690137,-0.584779,-1.069371,-0.557791,-0.476249,0.13202,1
0.433128,7,0.677765,1.932827,0.19086,0.409841,1.419337,-0.183307,0.166367,-0.543945,-0.264407,-0.218764,-1.035988,0.163791,0.464775,0.349011,3
0.92233,6,1.986776,-0.083769,0.732293,1.271601,0.242303,1.273867,1.328368,-0.00413,-0.427421,-0.142471,1.543124,-1.61294,0.527557,0.759357,0
0.555429,9,0.493032,0.815914,0.304017,0.08602,-0.34737,-0.105867,-1.002352,-0.496071,-0.690137,-0.584779,0.541478,-0.601178,-0.481573,0.847348,3
-0.300674,6,-0.730398,-0.56141,0.47488,-1.08985,-1.548764,-0.362953,-0.584216,0.644011,-0.690137,-0.584779,0.109098,1.071026,-0.333408,1.78531,2
1.16693,1,2.069685,-0.64273,-0.135337,2.279343,0.220993,9.074003,2.376922,-0.821716,2.462985,0.382178,3.16741,-0.903697,-0.577906,-0.148024,2
1.533831,1,0.647531,0.137356,0.713107,-0.064123,-0.650591,-0.181646,-0.558497,0.804709,-0.690137,-0.584779,0.643478,-2.821575,-0.262188,-1.592794,2
-0.912175,6,-1.121277,-0.850396,-0.459926,-0.769451,-0.342205,-0.337241,-0.252271,0.496939,-0.690137,-0.584779,-0.841657,1.553913,-0.400108,-1.592794,3
1.16693,2,1.117651,0.003639,-0.168875,1.322705,-0.142857,1.284669,1.518413,-1.566564,-0.690137,-0.584779,2.104617,-0.041311,0.179796,0.099743,1
1.04463,7,1.868995,0.473771,0.300105,1.625338,1.470866,1.017634,1.93146,0.61264,-0.039921,-0.019774,0.804051,-1.25008,-0.563742,0.388589,2
-0.789875,6,-2.030758,0.335288,0.314027,-2.224004,-2.115911,-0.392458,-1.287528,1.639891,-0.690137,-0.584779,-0.376243,0.380236,-0.354001,-1.592794,1
-0.545274,8,-0.405751,-0.39556,0.815053,-0.733216,-0.935124,-0.342119,0.388589,0.695999,1.328175,0.73142,0.048324,0.020693,-0.552693,0.341561,1
-0.178373,6,-1.338275,-0.519265,-0.953383,-0.673668,-0.719862,-0.323631,-0.910189,-0.044192,-0.690137,-0.584779,-0.183251,0.89155,-0.290817,-1.592794,4
0.066227,4,0.36196,-0.276809,1.285888,-0.507986,-0.57766,-0.294546,0.534783,-0.441703,0.642257,0.615037,-0.040117,-0.038139,-0.54104,0.507466,3
-1.034476,7,-0.341912,-0.518958,-0.735757,0.020445,0.604834,-0.312178,-0.305026,0.616231,0.479205,0.027251,-0.61398,-0.493075,-0.48298,0.099405,0
0.066227,2,0.039587,0.439408,-0.098453,0.238391,0.492958,-0.105104,0.640209,-0.427489,-0.289753,-0.381144,-0.544598,0.111267,2.452197,0.022281,2
-0.422974,7,0.491918,0.578197,0.623735,-0.120062,-0.469462,-0.260203,-1.425368,0.78708,-0.068387,0.046615,0.374649,-0.885233,-0.496641,0.506743,3
-0.912175,6,-1.473228,1.10486,0.375921,-1.812967,-1.817914,-0.383172,-2.710023,1.082154,-0.690137,-0.584779,-0.602892,0.147434,2.835217,0.58583,0
1.16693,9,0.325679,-0.25365,0.178346,0.246314,0.093118,-0.111302,0.739934,0.602313,-0.690137,-0.584779,0.240638,0.666588,-0.384337,0.432212,3
0.800029,2,0.806435,1.251236,-0.000239,0.623071,0.736754,0.027967,0.11812,-0.587536,-0.07311,-0.105788,0.109681,0.232366,-0.467209,0.302384,3
-0.912175,0,-0.70036,0.815744,4.465719,-3.791906,-2.515388,-0.391477,-1.263658,1.234117,-0.690137,-0.584779,-0.06112,0.65923,1.967421,-1.592794,1
0.066227,2,-0.896542,0.213567,-0.674591,-0.40024,-0.688751,-0.320897,-0.316572,-0.732519,-0.690137,-0.584779,-0.627527,-0.414374,-0.073039,0.309048,3
-0.667575,6,-0.074515,1.816684,1.146365,-1.024746,-1.427186,-0.345903,-0.677077,0.961759,-0.690137,-0.584779,0.209453,1.633439,0.395364,1.195041,1
-0.667575,2,0.116523,1.350169,-1.386135,1.076791,2.770862,-0.24129,0.412107,-1.156445,-0.4526,-0.432685,-1.55338,0.612269,0.37447,0.156711,3
0.310828,6,-0.957767,0.374737,-0.321276,-1.030377,-0.841057,-0.356239,-2.08108,0.423061,-0.690137,-0.584779,-0.585503,0.489947,-0.161537,-1.592794,0
-0.912175,9,-0.697619,-0.250885,-0.213475,-0.810212,-0.504866,-0.346874,-1.587076,1.291736,0.27292,3.982134,-0.642141,-0.601178,-0.211461,2.147577,2
-0.789875,8,-0.493873,-0.80124,1.209014,-1.154281,-1.903164,-0.356907,0.154199,0.297053,2.002605,1.576719,0.859942,-0.207153,-0.323463,0.616577,2
3.001436,9,0.892513,1.072851,1.107814,-0.106811,0.115018,-0.205413,-1.286242,1.611285,-0.690137,-0.584779,-0.251961,0.405186,-0.281776,-1.592794,1
-1.034476,1,-1.265343,0.071067,-1.287705,-0.516019,-0.16909,-0.378888,-2.264032,0.282287,-0.690137,-0.584779,-0.565775,-0.427162,-0.098654,1.601863,1
-1.034476,5,-1.842169,-1.264083,-1.352998,-0.323044,-0.754934,-0.323105,-0.44567,0.304011,-0.690137,-0.584779,0.246748,-1.679079,0.603197,1.623902,2
1.289231,0,1.58595,0.134896,-0.099109,1.511482,0.606491,1.127747,1.303608,-0.001327,-0.111879,-0.06277,1.589044,-0.891358,-0.569367,0.405833,1
-1.156776,9,-0.752718,-0.966977,-0.503501,-0.672307,-0.543802,-0.315445,-1.524739,0.390429,-0.690137,-0.584779,-0.382541,-0.324282,-0.198402,0.41617,3
1.16693,4,1.278666,0.868302,0.316258,1.112185,0.929527,0.603316,1.492731,-0.518958,-0.263369,-0.372594,0.621715,-1.097307,-0.488002,0.024692,1
-0.667575,7,-0.582336,-0.517184,0.154228,-0.438046,-0.840604,-0.324202,0.319114,0.54961,-0.690137,-0.584779,-0.243565,0.662914,-0.240792,-1.592794,2
-0.545274,9,-0.717819,1.314338,-0.700652,-0.269355,-0.242986,-0.276194,-0.289563,-0.410687,-0.690137,-0.584779,-0.200171,0.90076,-0.420499,0.233458,3
1.656132,2,0.307048,-0.009805,-0.147414,0.164675,-0.431207,-0.083496,-1.578776,1.039276,-0.690137,-0.584779,0.484443,0.029741,0.463972,0.345868,2
1.900732,2,1.194509,1.080648,0.33628,0.791231,-0.070428,0.482401,0.883266,-0.206074,-0.113316,-0.145004,1.253892,-0.273862,-0.557514,0.296159,3
0.310828,7,0.998065,-0.020247,0.399959,0.587604,-0.211602,-0.017661,0.714693,0.300538,-0.66536,-0.465757,1.134343,-0.143726,-0.559825,0.938847,2
-0.300674,7,0.039932,-0.045793,-0.490972,0.321041,0.287141,-0.213054,0.201893,0.252102,0.092364,0.052646,0.17596,0.002403,-0.526173,0.361975,1
-1.279077,1,-2.089603,-0.432208,-1.19704,-1.545739,-1.650883,-0.374586,-2.172443,1.37241,-0.690137,-0.584779,-0.242923,-1.983885,0.337403,-1.592794,4
-0.178373,2,-0.089816,1.441899,-0.000239,0.060993,0.914231,-0.238891,0.540966,-0.830032,2.097479,0.956574,-0.943831,1.36143,-0.427832,0.279982,3
3.857538,1,2.751149,1.933998,1.239916,1.590895,1.071086,1.956553,1.285624,0.009808,-0.690137,-0.584779,1.18875,-1.316646,-0.526374,0.842073,2
-0.300674,3,-0.574276,-0.860974,-0.403345,-0.349821,-0.384559,-0.327913,-0.592899,0.738236,-0.690137,-0.584779,-0.120202,0.125298,0.260659,0.194161,2
-1.034476,6,-1.602167,-0.152579,-0.586242,-1.263215,-0.871211,-0.372852,-2.209696,0.078529,-0.690137,-0.584779,-1.02801,0.583248,0.062067,-1.592794,0
0.555429,2,-0.521265,0.790154,-0.7854,0.18448,0.89076,-0.221519,0.309666,-1.194402,0.244378,-0.015615,-0.829502,1.976793,0.22309,0.176364,3
3.979838,9,1.857202,2.406285,1.908751,0.281751,-0.243622,-0.017811,-0.1355,0.435341,-0.690137,-0.584779,0.725981,-0.596284,-0.273138,-1.592794,2
-0.056073,4,-0.280079,-1.008785,-0.653045,0.177266,0.386968,-0.157253,0.003873,-0.815523,0.861495,-0.227334,-0.212728,0.008528,-0.047726,-0.390393,1
0.677729,4,-0.091349,-1.16707,-0.107361,0.157808,0.110649,-0.069781,0.531657,-0.587536,0.484941,-0.294697,0.07537,0.760309,0.130776,-0.366574,0
-0.422974,7,0.12235,-0.913927,-1.734544,1.047856,1.057732,-0.334503,-0.005643,0.356068,-0.690137,-0.584779,0.35287,0.287671,-0.403724,-0.930379,2
1.533831,1,2.130054,-0.563609,-0.038862,2.221573,-0.257409,8.200764,2.311697,-0.801215,1.299364,0.387148,3.621256,-1.645586,-0.573687,0.117606,2
1.533831,7,1.148971,1.325341,0.505811,0.639929,0.827768,-0.021598,0.596065,-0.561482,0.008816,0.355048,0.048372,-1.133837,-0.564546,0.707431,2
0.310828,2,-0.246555,-0.35454,-0.746854,0.374646,0.885438,-0.239432,0.375228,-0.595815,0.586138,1.543458,-0.425109,0.880721,-0.49654,1.056169,2
0.066227,7,0.438665,0.007528,0.295136,0.130178,0.457023,-0.218791,0.256789,0.596067,0.106605,0.150131,-0.296248,-0.38502,-0.560729,0.457533,2
0.310828,8,-0.166837,0.189834,0.984751,-0.741127,-0.673132,-0.329494,0.538944,-0.604161,2.608064,2.4609,-0.348964,0.807202,0.228012,0.853821,4
-1.279077,7,-1.861384,-1.445347,-0.794943,-0.88331,-0.6125,-0.380249,-0.494894,-0.135682,2.650471,1.245313,-1.119831,-1.519688,4.801846,0.309415,0
-0.056073,7,0.647758,0.244224,1.466775,-0.52021,0.237415,-0.352671,-0.124565,1.549712,-0.690137,-0.584779,-0.898973,0.393905,-0.501463,-1.592794,0
-0.300674,7,0.327005,0.267614,0.051458,0.143907,-0.469009,-0.299773,-0.388318,0.398684,-0.476685,-0.238099,-0.291088,-1.927814,6.610163,0.722657,1
0.310828,7,1.115426,1.233253,1.102476,0.274803,0.183197,-0.194943,0.381251,0.240366,-0.654998,-0.487676,0.122743,-1.266402,1.713783,1.00878,2
0.188528,6,0.149722,0.175692,0.72187,-0.430027,-0.377482,-0.293852,-0.012234,1.205929,-0.690137,-0.584779,-0.194254,0.44282,-0.374292,0.892277,1
-0.545274,7,0.054129,-0.507476,-0.227854,0.210947,0.833332,-0.221998,0.372665,0.247716,-0.690137,-0.584779,-0.865413,0.097082,-0.378812,0.187202,2
0.92233,2,-0.065834,0.338517,-0.830359,0.734743,0.004013,0.204436,0.774454,-0.757502,0.502903,1.091674,1.114755,0.762013,-0.487399,0.863882,3
0.677729,1,-0.485996,0.247774,0.413813,-0.905015,-1.594018,-0.376472,-1.667974,0.675421,-0.690137,-0.584779,0.620512,1.013465,0.280347,-1.592794,0
-0.178373,8,-0.847728,-1.15435,-0.18979,-0.499823,-1.079552,-0.355913,0.010016,-0.464862,0.660329,1.228213,0.558096,0.638778,-0.443201,0.473673,3
0.310828,7,0.309534,0.062578,-1.006476,1.100766,0.786748,-0.068807,0.846316,-0.042249,-0.17772,-0.063378,0.776924,-0.448761,-0.519845,0.49215,1
0.066227,3,-0.132676,-1.077213,-0.513552,0.439525,0.29817,-0.240233,0.635584,-0.410687,-0.690137,-0.584779,0.334656,0.675726,-0.477254,0.814498,1
1.900732,3,0.82546,-0.067736,-0.980435,1.590318,1.58805,1.066978,1.289308,-1.738089,0.376711,0.132585,0.62236,-0.079996,-0.54998,0.270786,3
0.555429,8,0.445247,0.818891,1.058448,-0.320236,-0.803839,-0.296748,0.517396,-3.467508,0.808246,0.809516,0.507258,-0.380881,-0.452041,0.564576,1
-0.667575,4,-0.289983,-0.41827,1.662513,-1.327935,-1.536801,-0.376654,0.276443,0.185832,0.539167,6.411852,-0.19362,0.627483,-0.009554,-1.592794,0
0.677729,9,0.32999,1.050926,0.871006,-0.44689,-0.788922,-0.276921,-1.265116,0.04608,-0.690137,-0.584779,0.219834,0.802259,0.325048,-1.592794,2
-1.034476,7,-1.562522,0.147951,-1.681156,-0.389301,0.864797,-0.348775,-1.182159,0.580813,1.928164,0.402585,-1.598005,0.053565,-0.116233,-0.039181,3
-1.279077,2,-0.885593,-0.402737,-0.322979,-0.583198,-0.008507,-0.366214,-0.366525,0.157441,-0.485633,-0.264344,-1.039878,0.704541,1.641558,0.703487,1
-1.279077,6,-1.589582,-1.1327,-0.88515,-1.585612,-2.242174,-0.381947,-1.062378,0.86835,-0.690137,-0.584779,-0.677153,-0.368542,-0.314724,-1.592794,3
0.310828,0,-0.522312,-0.838174,-1.04807,0.529717,0.66104,-0.32449,0.518704,-0.282863,0.880412,1.258451,0.062951,0.773882,-0.535214,-1.592794,3
-0.545274,6,-1.005758,-1.441717,-0.965001,0.112584,-0.005899,-0.310527,0.275009,-0.403766,-0.690137,-0.584779,-0.145637,0.775569,0.235044,0.185664,0
0.310828,1,-0.312785,-2.432965,-0.138083,0.319411,-0.456502,-0.038139,1.080862,-0.191381,-0.690137,-0.584779,0.805048,-1.006906,-0.192676,-1.592794,3
-0.300674,3,-1.10531,-0.787354,-0.376166,-0.362743,-0.270651,-0.334215,-0.012599,-0.451771,-0.233111,0.931999,-0.392981,0.758602,1.242366,0.922198,2
-0.300674,10,0.742136,-0.310778,0.640843,0.48147,-0.454169,-0.032842,1.253104,-1.224583,0.510468,0.320041,1.279876,-0.796679,-0.555103,0.365606,2
-0.912175,4,-1.052577,-1.056365,0.433654,-1.226,-0.852115,-0.369977,-0.21052,1.084106,4.24739,2.073222,-0.912812,-0.68734,0.8712,0.385806,1
0.92233,2,-0.701187,-1.070644,-1.439147,0.376654,-0.528593,-0.106197,0.204102,-0.319063,-0.690137,-0.584779,0.919143,1.110622,-0.558418,0.331895,3
2.756835,9,1.942767,1.378866,0.621182,1.251194,0.606664,2.008302,0.848937,-0.245526,-0.690137,-0.584779,1.179279,-0.572092,-0.563742,0.305938,2
-0.178373,8,-0.321825,0.64668,1.00888,-0.902342,-1.12444,-0.343866,0.186001,-0.496071,0.958453,1.037167,0.035812,-0.240076,-0.342549,0.6512,2
-0.422974,2,-0.408008,-0.224182,-1.193511,0.374959,1.113112,-0.020299,0.007065,-0.399636,-0.690137,-0.584779,-0.718218,1.380549,-0.350786,-0.350464,2
0.677729,5,1.079935,-0.428247,-0.694719,1.348846,1.052109,0.737241,0.652275,-0.08892,0.078696,-0.249924,0.835182,-1.451552,-0.548373,-0.046207,2
-0.912175,9,-0.559169,2.299911,1.122841,-1.423058,-0.859233,-0.380639,-2.593575,0.909975,-0.690137,-0.584779,-1.068204,1.819515,-0.138433,0.956029,0
0.677729,5,1.312876,0.335936,0.791028,0.643493,-0.403678,0.179125,1.024518,-1.688841,-0.161484,0.053649,1.354326,-1.451552,0.49491,0.599237,2
-1.034476,5,-0.011597,-0.981266,-0.90842,0.516674,0.72897,0.071475,0.418977,-1.068576,1.024985,0.963372,-0.06747,-0.81391,-0.208949,0.577196,1
-0.300674,9,0.467324,1.846829,4.502093,-2.769406,-2.47304,-0.389633,-1.54257,3.759626,-0.690137,-0.584779,0.98139,1.750175,-0.424919,-1.592794,0
0.800029,1,1.301869,1.00565,0.719592,0.596161,0.133886,0.295278,0.333289,-0.451771,-0.512003,-0.240591,0.64617,-0.475166,-0.561231,0.829328,3
-0.789875,6,-0.187445,1.090352,0.596541,-0.499935,-1.278474,-0.319235,0.362618,0.65146,-0.690137,-0.584779,0.235256,-0.630935,-0.335417,1.608918,2
-0.178373,9,0.903229,-0.205341,0.431885,0.460232,1.272427,-0.098317,0.412608,-0.163701,-0.690137,-0.584779,-0.710868,-1.258215,-0.489107,0.543968,1
2.512234,3,1.182963,-0.151624,-1.450154,2.128914,1.744887,3.023595,1.372737,-1.632695,1.645581,0.246422,1.2497,0.097082,-0.556309,-0.083194,3
-0.178373,2,-0.123375,-0.689515,-0.730262,0.679721,0.125943,-0.178858,0.79033,-0.866144,0.457213,-0.163468,0.870995,0.846082,-0.488203,-0.132257,3
-0.789875,9,0.027259,0.079676,0.049802,-0.187553,0.31305,-0.273157,-0.952094,1.420852,-0.690137,-0.584779,-0.631411,-0.601178,-0.524466,0.276485,1
0.188528,9,0.574895,1.537238,1.224499,-0.365077,-1.197334,-0.257772,0.079145,-0.937762,-0.447357,-0.015615,0.294892,-0.625928,3.936561,0.995941,2
0.066227,6,0.573279,0.033276,0.266857,0.239994,-0.237324,-0.106262,0.39534,0.877128,-0.690137,-0.584779,0.629939,-1.423418,-0.49644,0.502626,2
0.92233,8,1.025964,-0.112592,0.918929,0.394547,-0.509435,-0.135444,1.171755,-0.388703,0.565715,2.724514,1.248037,-0.825526,-0.524868,1.554272,1
0.433128,9,0.848835,1.054415,0.518391,0.307884,0.205229,-0.172497,0.178737,0.727723,-0.690137,-0.584779,0.238338,-0.254983,-0.496942,1.597488,2
-0.789875,0,-0.096602,-0.62483,-1.184171,0.519109,1.182824,-0.261808,-0.495453,1.045368,0.014073,-0.165388,-0.526683,-0.967229,-0.379917,0.143473,3
2.512234,9,2.030387,1.178774,1.065761,1.060557,-0.211195,0.73213,1.198096,1.254969,0.74958,0.770305,1.846633,-0.935072,-0.560729,0.56693,3
-0.056073,6,0.439866,0.589593,-0.037027,0.436207,0.647617,-0.112767,0.424652,-0.302678,-0.430524,-0.338409,-0.056416,-1.141269,-0.440288,0.397456,0
-0.422974,2,-0.050317,0.288094,-0.100753,0.025985,0.527862,-0.311545,0.224623,-0.914841,-0.690137,-0.584779,-0.541924,-1.075876,-0.475546,0.579496,3
0.066227,2,0.858855,-0.473869,-0.608531,1.094901,0.982659,0.179869,0.345297,-0.769241,-0.364136,-0.461291,0.526822,-0.646075,-0.516329,-0.155278,2
0.310828,6,1.455085,1.45838,0.791494,0.727921,-0.111923,0.38762,0.860319,-0.223293,-0.079134,-0.034252,1.229211,-1.090124,-0.572783,0.409917,2
-1.401377,5,-0.68746,-1.082513,-1.180694,0.026681,-0.146337,-0.319542,-0.199793,-1.19738,-0.690137,-0.584779,-0.086132,-1.202318,0.566532,0.239684,0
-0.912175,5,-1.041971,0.438665,-1.348769,-0.387919,1.008546,-0.32794,-0.789567,0.675421,-0.690137,-0.584779,-1.845721,1.498354,0.002399,0.103828,3
