@relation 'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48-weka.filters.unsupervised.attribute.Remove-R3-9,11,14-19,23-27,30-33,36,38,40-41,43-46-weka.filters.unsupervised.attribute.RemoveType-Tnominal'

@attribute numberOfAnalystOpinions numeric
@attribute marketCap numeric
@attribute priceToBook numeric
@attribute enterpriseToRevenue numeric
@attribute totalRevenue numeric
@attribute revenuePerShare numeric
@attribute grossProfits numeric
@attribute totalDebt numeric
@attribute quickRatio numeric
@attribute trailingAnnualDividendYield numeric
@attribute payoutRatio numeric
@attribute floatShares numeric
@attribute sharesPercentSharesOut numeric
@attribute heldPercentInsiders numeric
@attribute _PER numeric
@attribute target {0,1,2,3,4}

@data
-0.898276,-0.155671,-0.261148,-0.035657,-0.196982,0.09124,-0.201887,-0.314925,-0.195301,0.431659,-0.09902,-0.240751,-0.341051,-0.443899,-0.161842,3
1.091417,0.214709,0.175378,-0.034646,0.281046,0.016675,0.298336,1.23967,-0.326047,-0.015506,-0.061614,0.126765,-0.942951,-0.52857,-0.045452,2
-1.366439,-0.166251,-0.139389,-0.035724,-0.256107,-0.153254,-0.23166,-0.391386,-0.227336,0.631914,-0.040922,-0.282441,-0.960654,4.041353,-0.104287,4
-0.781236,-0.156228,-0.304583,-0.035178,-0.265095,-0.237514,-0.239619,-0.397534,0.801185,-0.650203,-0.134552,-0.267971,-0.097143,3.07942,-0.208271,3
3.198151,6.338826,0.727919,-0.031491,1.913721,-0.191417,0.690489,0.497158,-0.167954,-0.650203,-0.134552,2.572151,-0.702978,0.542575,1.131449,3
1.793662,-0.099251,-0.284051,-0.035086,-0.175274,-0.179914,-0.120365,-0.323479,0.610535,-0.650203,-0.134552,-0.141314,0.070052,-0.176569,5.223233,2
-0.781236,-0.168823,-0.343179,-0.03577,-0.265494,-0.201336,-0.252167,-0.387309,-0.191655,-0.650203,-0.134552,-0.260513,0.422144,-0.371062,-0.208271,2
-1.249399,-0.154789,-0.355934,-0.035839,-0.161513,-0.105952,-0.155145,-0.245285,-0.487527,0.65255,-0.080465,-0.273986,-1.057037,-0.365318,-0.14945,4
-0.196032,-0.121621,-0.229545,-0.035529,-0.08272,2.2405,-0.095266,-0.171107,-0.196082,-0.650203,-0.134552,-0.27316,-0.07944,-0.443115,-0.09068,0
-0.898276,-0.170435,-0.357649,-0.033829,-0.28475,-0.35701,-0.253767,-0.364302,0.330289,5.10141,0.315028,-0.26941,-0.421697,-0.039337,-0.208271,2
-1.132358,-0.168544,-0.309013,-0.035801,-0.25451,0.051308,-0.239226,-0.375965,-0.220304,0.51744,-0.056527,-0.273917,-0.663638,-0.379677,-0.114326,1
0.506213,0.121484,-0.079463,-0.034737,0.106097,-0.011882,0.081026,0.014383,-0.307555,-0.140295,-0.049146,0.014482,-0.911479,-0.540753,0.025391,1
0.623254,-0.101191,-0.080229,-0.035618,0.022219,0.745996,-0.16239,-0.216524,-0.231764,-0.650203,-0.134552,-0.232128,-0.750186,1.317586,0.098606,0
-0.898276,-0.167775,-0.126597,-0.035301,-0.278918,-0.370215,-0.241465,-0.397425,0.452181,-0.650203,-0.134552,-0.181501,-0.529882,-0.402738,-0.046028,0
-1.132358,-0.170129,-0.371839,-0.033971,-0.282239,-0.345486,-0.247991,-0.310142,1.306721,2.431745,-0.134552,-0.260986,-0.034199,-0.448685,-0.208271,2
0.506213,-0.027499,6.061728,-0.032468,-0.216651,-0.243131,-0.137438,-0.164881,-0.153629,-0.335003,-0.093839,-0.149411,-0.75412,-0.528831,-0.024534,3
-1.132358,-0.169956,-0.32717,-0.035652,-0.275704,-0.045831,-0.253304,-0.388969,0.192771,-0.650203,-0.134552,-0.286176,-0.852469,-0.277601,-0.128711,2
0.857335,-0.018059,-0.278013,-0.035304,1.023477,2.265553,1.525813,6.168578,-0.447678,-0.650203,-0.134552,-0.200962,0.97487,2.530228,-0.172977,3
0.623254,-0.139188,-0.27341,-0.031597,-0.274693,-0.375398,-0.247511,-0.339376,-0.278906,-0.650203,-0.134552,0.066443,2.36947,0.018968,-0.208271,0
0.272132,-0.145556,0.246321,-0.034264,-0.253177,-0.261023,-0.201477,-0.222913,-0.313025,0.221231,-0.076533,-0.216825,0.024811,-0.352613,-0.114503,0
-1.132358,-0.170485,-0.282439,-0.018385,-0.287413,-0.384794,-0.258474,-0.39833,-0.18306,-0.650203,-0.134552,-0.282568,-0.224998,-0.376022,-0.14258,0
-1.015317,-0.163966,-0.088165,-0.035676,-0.255259,-0.170246,-0.241496,-0.390877,-0.093465,-0.650203,-0.134552,-0.260806,1.956401,-0.043775,0.665659,2
-0.078991,-0.042943,-0.255089,-0.034337,-0.169893,-0.269146,-0.115724,0.131768,-0.00986,-0.365072,-0.108476,0.001361,-0.651836,0.623853,-0.079248,3
-0.313072,-0.156847,-0.318931,-0.035535,-0.22907,-0.153376,-0.213408,-0.318895,-0.116124,-0.650203,-0.134552,-0.234539,1.873787,0.439281,-0.143837,3
-0.898276,-0.169861,-0.277635,-0.035838,-0.230809,-0.274309,-0.204794,-0.318347,-0.370324,-0.650203,-0.134552,-0.189761,0.996507,-0.105125,-0.18309,3
-1.132358,-0.169423,-0.158192,-0.03571,-0.227705,0.193114,-0.229902,-0.25116,-0.239057,-0.650203,-0.134552,-0.27332,1.246315,-0.374543,-0.208271,2
-1.366439,-0.171188,-0.366946,-0.034854,-0.283681,-0.352275,-0.251672,-0.376712,-0.357041,0.354195,-0.121522,-0.26809,0.335596,0.861247,-0.188692,2
-0.430113,-0.123211,-0.270718,-0.035686,-0.012893,1.607429,-0.174943,-0.200268,-0.267706,0.163219,-0.072116,-0.254985,-0.40006,-0.492195,-0.101527,3
-0.664195,-0.140583,-0.010234,-0.028584,-0.281485,-0.313488,-0.251107,-0.398327,1.472628,-0.650203,-0.134552,-0.273029,0.066118,0.869166,-0.208271,1
1.091417,-0.111487,-0.184174,-0.032703,-0.246841,-0.351767,-0.192059,0.007563,-0.521386,1.396276,0.547668,0.019286,-0.653803,-0.511775,0.263012,3
-1.015317,-0.164777,-0.24318,-0.035332,-0.182863,-0.235766,-0.057279,0.198121,-0.314067,-0.650203,-0.134552,-0.123608,-1.082608,1.602233,-0.208271,2
-0.547154,-0.169325,-0.323029,-0.035688,-0.279333,-0.304274,-0.242392,-0.396137,1.163212,-0.650203,-0.134552,-0.267835,-0.103044,-0.299008,-0.208271,0
-1.015317,-0.170412,-0.340088,-0.035559,-0.281968,-0.370154,-0.2525,-0.397764,-0.097632,-0.334975,-0.134552,-0.227081,0.445748,-0.448859,-0.208271,1
0.389172,0.151673,0.996169,-0.034492,0.087318,-0.023216,0.14575,0.21089,-0.249735,0.394003,-0.052345,-0.017651,-0.71478,-0.517345,-0.096819,4
-0.781236,-0.168962,-0.146333,-0.03566,-0.264208,-0.302994,-0.237454,-0.383818,-0.279948,-0.650203,-0.134552,-0.223621,0.469352,-0.428409,-0.208271,1
0.03805,0.058256,-0.288132,-0.033999,0.073952,-0.265081,0.18066,2.79024,-0.44872,1.242672,0.003864,0.600375,-0.266305,-0.540231,-0.105771,4
-0.547154,-0.163977,-0.315783,-0.035521,-0.251824,-0.335188,-0.216686,-0.345654,-0.354697,-0.650203,-0.134552,-0.090028,-0.645935,-0.464523,0.223231,1
1.55958,0.475564,0.074834,-0.034219,0.329454,0.060617,0.322117,0.394846,-0.343237,-0.197089,-0.072382,0.112565,-0.842634,-0.534314,-0.016815,2
0.155091,-0.149905,-0.005245,-0.032666,-0.277275,-0.334701,-0.239461,-0.391363,0.655593,-0.650203,-0.134552,-0.237686,-0.075506,-0.260719,-0.208271,1
-0.547154,-0.167527,-0.376038,-0.035294,-0.255099,-0.325751,-0.236579,-0.239105,-0.248173,3.092269,0.333598,-0.155844,1.085021,0.362441,-0.031804,3
4.251518,0.455012,0.692279,-0.031559,-0.068625,-0.292655,0.13772,-0.370215,-0.307295,-0.650203,-0.134552,0.401387,0.254949,-0.471049,0.453447,1
-0.430113,-0.155791,-0.254129,-0.035522,-0.217524,-0.034049,-0.227497,-0.303052,-0.181758,-0.650203,-0.134552,-0.23676,-0.110912,-0.522044,-0.085817,1
-0.313072,-0.165852,-0.153066,-0.03466,-0.281906,-0.36489,-0.250671,-0.390878,0.292264,-0.650203,-0.134552,-0.235141,1.437114,-0.32555,-0.208271,1
0.272132,0.060382,-0.293148,-0.03575,1.445808,0.333836,0.841376,2.88232,-0.166651,0.56609,-0.076205,0.287911,-0.836733,-0.528222,-0.14043,2
1.208458,0.198426,-0.223756,-0.031541,-0.134773,-0.107252,0.046986,0.634005,-0.158317,-0.650203,-0.134552,-0.101601,-0.643968,-0.511427,0.100221,1
0.974376,-0.105821,-0.1217,-0.033356,-0.245305,-0.35743,-0.181271,-0.239006,0.152662,-0.650203,-0.134552,0.065919,-0.05977,-0.162646,-0.208271,3
0.272132,-0.083416,0.162395,-0.03394,-0.215237,-0.0397,-0.15352,-0.289877,-0.240619,-0.650203,-0.134552,-0.233473,-0.522014,-0.536315,-0.054341,3
-0.078991,-0.088967,-0.347322,-0.035893,0.997932,0.647109,-0.017847,0.21962,-0.33881,0.989413,0.006595,-0.002661,-0.604628,-0.3346,-0.086784,3
-0.781236,-0.160366,-0.333768,-0.035916,-0.131864,0.774431,-0.188843,-0.363267,-0.133574,-0.140605,-0.115327,-0.257133,-0.614463,-0.467133,-0.155229,2
1.325499,-0.082196,-0.310516,-0.034984,-0.101571,-0.12106,0.068105,0.127983,-0.312764,-0.237303,-0.098021,-0.087935,-0.482674,-0.537621,-0.081671,3
-1.249399,-0.151967,-0.259281,-0.035579,-0.200717,0.241846,-0.193752,-0.304112,-0.192176,-0.317405,-0.117418,-0.256723,-0.732483,-0.409612,-0.137717,2
2.378866,-0.147269,-0.182262,-0.034451,-0.266012,-0.368006,-0.218984,-0.397897,-0.089818,-0.650203,-0.134552,0.032357,-0.441367,-0.479751,-0.208271,2
0.272132,0.032037,-0.291884,-0.035591,0.5333,0.354676,0.218728,0.103489,-0.376314,-0.228649,-0.115733,-0.017936,-0.447268,0.442413,-0.145301,3
-1.015317,-0.164811,-0.294854,-0.03553,-0.25941,-0.126236,-0.236773,-0.368287,0.132607,0.161382,-0.051487,-0.265241,-0.761988,-0.441897,-0.065976,4
0.506213,-0.168815,-0.284298,-0.034651,-0.285567,-0.380079,-0.271556,-0.394832,0.839732,-0.650203,-0.134552,-0.230858,2.196374,-0.427016,-0.208271,1
-1.015317,-0.169752,-0.383993,-0.034598,-0.239924,-0.333027,-0.210298,0.242974,-0.406006,1.724165,-0.065953,-0.160516,3.073654,2.730638,-0.208271,4
-0.078991,0.335668,0.734327,-0.034343,0.200585,-0.044781,0.323968,0.22921,-0.450022,0.273254,-0.040423,0.129535,-0.738384,-0.537272,-0.064882,3
-0.781236,-0.168769,-0.265001,-0.035499,-0.279462,-0.344348,-0.245462,-0.396698,0.187041,-0.650203,-0.134552,-0.241452,1.149932,-0.23409,-0.138378,2
0.740295,-0.128904,0.055478,-0.033794,-0.257162,-0.162299,-0.208981,-0.383643,0.468849,-0.650203,-0.134552,-0.256236,-0.343018,-0.225562,0.127209,1
2.027743,-0.061357,-0.229773,-0.034314,-0.184436,-0.112205,-0.150035,-0.325902,-0.20624,-0.650203,-0.134552,-0.189341,0.622777,-0.069098,-0.107436,1
-1.249399,-0.16826,-0.339536,-0.035762,-0.265692,-0.310379,-0.245525,-0.398637,-0.218221,0.300419,0.015256,-0.235417,-0.866238,2.007752,0.011943,4
-0.898276,-0.162068,-0.30548,-0.035538,-0.244044,0.31469,-0.219708,-0.332176,-0.083828,-0.011188,-0.078983,-0.281787,1.108625,1.388074,-0.208271,0
-1.132358,-0.166492,-0.373118,-0.035381,-0.266498,-0.359266,-0.234722,-0.344478,-0.027831,-0.650203,-0.134552,-0.081658,0.965035,-0.490629,-0.208271,3
-0.430113,-0.133775,0.229596,-0.034277,-0.25048,-0.143742,-0.221702,-0.360099,-0.253382,-0.382918,-0.106713,-0.251081,-0.840667,-0.442506,-0.057961,2
1.091417,-0.123542,-0.325879,-0.03511,-0.169008,-0.099265,-0.234943,-0.143164,-0.163005,0.080422,-0.04409,-0.172724,1.136163,-0.515082,-0.208271,3
-0.196032,-0.165976,-0.154715,-0.033282,-0.284637,-0.375906,-0.260035,-0.397411,1.399181,-0.650203,-0.134552,-0.217543,0.64048,-0.48097,-0.208271,0
0.389172,-0.123856,-0.190619,-0.035947,1.644274,0.573466,1.039157,0.594907,-0.483099,0.623658,-0.081916,0.113768,-0.33515,0.749598,-0.148784,2
-1.249399,-0.168876,-0.033715,-0.032149,-0.286205,-0.374029,-0.257615,-0.397961,0.292784,-0.650203,-0.134552,-0.267932,2.157034,-0.094595,-0.208271,4
0.03805,-0.138145,-0.272103,-0.035749,0.015691,0.310416,-0.024407,-0.169642,-0.366938,-0.650203,-0.134552,-0.188682,0.278553,-0.475052,-0.105137,3
0.857335,0.127236,1.08834,-0.031853,-0.14429,-0.261667,0.031632,1.369266,-0.424238,1.380181,0.066846,0.043789,-0.834766,-0.391512,-0.067871,3
-0.547154,-0.154071,-0.081334,-0.035838,-0.138218,-0.306849,-0.214492,-0.361395,-0.350009,-0.650203,-0.134552,0.189239,0.146765,-0.384811,-0.208271,2
0.740295,0.177676,0.322618,-0.034409,0.085749,-0.011062,0.146547,0.078771,-0.248173,-0.250012,-0.081979,0.004455,-0.982291,-0.535097,-0.019591,2
0.623254,0.307343,-0.214021,-0.034115,0.385815,-0.212027,0.550848,4.432073,-0.421633,0.615982,-0.017608,0.858462,-0.476773,-0.54232,-0.079568,3
4.017437,0.191357,1.725582,-0.03011,-0.189838,-0.303156,-0.097805,-0.215046,-0.163786,-0.650203,-0.134552,0.049447,-0.533816,-0.270987,-0.208271,1
-1.366439,-0.169739,-0.371719,-0.035604,-0.235366,-0.189581,-0.19988,-0.262408,-0.180716,5.095259,0.496858,-0.225808,-0.476773,0.45068,-0.208271,2
-0.196032,0.069401,-0.278353,-0.035011,0.220173,0.115433,0.331899,0.920525,-0.403922,0.293892,-0.018435,0.005063,-0.893776,-0.500985,-0.031887,3
0.740295,-0.137809,-0.228502,-0.034724,-0.239434,-0.313719,-0.188387,-0.305379,-0.222388,-0.650203,-0.134552,-0.237415,0.01891,0.038809,-0.096442,0
-0.664195,-0.138214,1.542029,-0.034582,-0.255439,-0.263205,-0.270169,-0.372624,-0.296616,0.017386,0.126379,-0.224231,-0.447268,0.382456,-0.208271,1
-1.249399,-0.167865,-0.354406,-0.035736,-0.266436,-0.140937,-0.251528,-0.398453,-0.378659,0.638656,-0.088002,-0.271633,-0.746252,-0.384898,-0.156907,4
-0.547154,-0.158652,-0.047083,-0.034385,-0.275586,-0.343562,-0.236974,-0.397144,-0.203114,-0.650203,-0.134552,-0.236192,-0.642001,0.280641,-0.208271,2
-1.249399,-0.164405,-0.178756,-0.035674,-0.241992,0.440657,-0.223519,-0.351668,0.04223,-0.650203,-0.134552,-0.28248,-0.671506,1.014752,-0.099929,0
0.740295,-0.157281,-0.044751,-0.035733,-0.22941,-0.259099,-0.240607,-0.370752,-0.307816,-0.650203,-0.134552,-0.228529,2.239648,3.464141,-0.208271,3
1.325499,-0.120261,0.734182,-0.032406,-0.265141,-0.345988,-0.255888,-0.26336,0.158913,-0.650203,-0.134552,-0.129588,0.357233,-0.49498,-0.208271,2
-0.196032,-0.166108,-0.095937,-0.009601,-0.287255,-0.385777,-0.265861,-0.398402,2.529539,-0.650203,-0.134552,-0.221476,2.337998,0.316058,-0.208271,0
-0.898276,-0.171186,-0.347066,-0.035531,-0.285397,-0.33735,-0.253543,-0.398326,0.398267,-0.650203,-0.134552,-0.284238,-0.822965,0.910849,-0.208271,2
0.857335,-0.104124,-0.20064,-0.03466,-0.184107,-0.235414,-0.107612,-0.044194,-0.083047,-0.403214,-0.100049,-0.091766,-0.112879,-0.520999,-0.007654,1
-0.196032,-0.149503,0.194456,-0.033452,-0.273951,-0.35718,-0.225259,-0.350033,0.693619,-0.650203,-0.134552,-0.170178,0.506725,-0.16691,-0.208271,2
3.432233,7.180761,-0.043996,-0.035167,1.135156,-0.300541,2.450463,2.360803,-0.18879,-0.363817,-0.042529,0.131177,-0.931149,-0.375848,0.246736,0
-0.547154,-0.126024,0.113583,-0.031451,-0.272229,-0.346157,-0.227964,-0.396779,2.10318,-0.650203,-0.134552,-0.183493,-0.321381,-0.488105,0.024068,0
0.272132,0.002203,-0.001906,-0.033754,-0.165375,-0.149311,-0.077997,-0.340584,0.040407,-0.312761,-0.099769,-0.14286,0.028745,-0.496372,-0.064853,2
-1.366439,-0.170911,-0.344279,-0.035949,-0.247535,-0.207975,-0.220614,-0.380178,-0.441688,-0.650203,-0.134552,-0.28341,2.314394,3.031471,-0.208271,4
1.208458,0.191401,0.142311,-0.034266,0.120413,0.048259,0.244799,0.947535,-0.494559,-0.29748,-0.10612,-0.025216,-0.366621,-0.52857,-0.094559,1
0.857335,-0.113376,-0.284623,-0.03245,-0.250805,-0.329165,-0.194134,-0.054602,-0.347144,1.018625,0.068531,-0.12503,-0.602661,-0.487583,-0.036352,2
0.740295,-0.110301,-0.168317,-0.034195,-0.211155,-0.16152,-0.176055,0.032731,-0.373189,-0.471384,-0.113267,-0.253296,0.268718,-0.224431,-0.040346,2
-0.547154,-0.150828,-0.331749,-0.035878,0.122284,5.580102,-0.086373,-0.088134,-0.462263,-0.650203,-0.134552,-0.280094,-0.160087,-0.497069,-0.162834,3
0.03805,-0.134567,-0.292671,-0.035756,-0.041017,0.695821,-0.148836,-0.296489,-0.291928,-0.037793,-0.104154,-0.229077,-0.425631,-0.498113,-0.140837,2
-0.898276,-0.164358,-0.291057,-0.035206,-0.268989,-0.227616,-0.244452,-0.36782,-0.251298,-0.359114,-0.080528,-0.261403,-0.525948,-0.399605,0.05117,0
1.676621,-0.133743,0.141204,-0.034534,-0.250728,-0.28647,-0.190415,-0.358157,-0.025747,-0.650203,-0.134552,-0.19793,-0.41973,0.521516,-0.208271,1
5.187845,19.710929,2.357937,-0.027972,3.634904,-0.341191,6.500623,0.324183,0.386547,-0.640748,-0.132773,24.260683,-0.974423,-0.174133,0.056817,0
-0.078991,-0.168336,-0.283732,-0.035584,-0.271262,-0.347045,-0.251147,-0.37558,-0.079921,-0.650203,-0.134552,-0.18765,2.890724,-0.258108,-0.208271,2
-1.015317,-0.13767,-0.248861,-0.034593,-0.235719,-0.223917,-0.174654,-0.211566,-0.440125,0.398485,-0.014331,-0.202258,-0.545618,-0.440592,-0.046621,3
-0.547154,-0.166782,-0.287353,-0.033476,-0.281618,-0.365933,-0.250798,-0.353534,0.680336,1.982837,0.83519,-0.212106,-0.671506,-0.011925,0.311198,1
0.740295,-0.152123,-0.315177,-0.033263,-0.237003,-0.322993,-0.234241,0.567482,-0.352874,-0.650203,-0.134552,-0.087024,3.791608,-0.271509,-0.208271,2
-0.313072,-0.153707,-0.300056,-0.032957,-0.270902,-0.324294,-0.221229,-0.193421,-0.295314,2.079187,0.13142,-0.217731,0.136929,-0.363578,-0.071618,3
-1.132358,-0.16463,-0.300637,-0.03583,-0.203273,0.202531,-0.211083,-0.338389,-0.320578,1.192944,-0.080528,-0.26059,-0.581024,-0.457735,-0.167137,3
1.442539,0.304141,-0.024052,-0.033337,-0.016459,-0.08623,0.0926,-0.294504,-0.001004,-0.650203,-0.134552,-0.026956,-0.883941,-0.537882,-0.057186,2
-0.430113,-0.15406,-0.303397,-0.035815,0.080955,1.507831,-0.11057,0.168942,-0.426061,3.517027,8.268154,-0.238932,2.076387,-0.481144,-0.208271,4
0.03805,-0.109963,0.274079,-0.034852,-0.222159,-0.237311,-0.194056,-0.149525,-0.485183,-0.271632,0.044905,-0.181924,-0.185658,0.634469,0.465001,1
-1.132358,-0.164115,-0.131307,-0.03432,-0.278564,-0.363359,-0.23664,-0.36742,0.237048,-0.132731,-0.092372,-0.183471,-0.653803,-0.389249,-0.094302,1
-0.898276,-0.123453,-0.260143,-0.035615,-0.096723,0.262503,-0.177227,-0.282117,-0.311983,0.397115,-0.081277,-0.226592,-0.836733,1.288173,-0.134976,3
-1.132358,-0.167186,0.747233,-0.034808,-0.28096,-0.370757,-0.245878,-0.394834,-0.31016,-0.650203,-0.134552,-0.194518,1.183371,-0.137149,-0.208271,0
0.155091,0.042271,0.468367,-0.030452,-0.227159,-0.029415,-0.176401,-0.397326,0.38863,-0.414988,-0.111613,-0.247273,-0.31548,-0.271248,-0.074261,1
-1.015317,-0.163617,-0.329533,-0.03561,-0.240128,-0.26353,-0.23041,-0.327179,-0.152587,-0.650203,-0.134552,-0.193063,-0.653803,-0.374804,-0.110965,0
0.740295,0.24181,-0.029572,-0.034759,0.34047,-0.022694,0.42222,1.062738,-0.386472,0.140273,-0.070369,0.218759,-0.940984,-0.544321,-0.092498,3
2.378866,-0.096728,0.630821,-0.035057,-0.159125,-0.312316,-0.121927,-0.268411,-0.262237,-0.650203,-0.134552,0.214274,0.081854,-0.33721,-0.208271,1
-0.664195,-0.164614,0.175568,-0.035524,-0.218097,-0.111189,-0.182288,-0.162262,-0.347665,1.473819,-0.080278,-0.2321,0.43788,0.407344,-0.171529,3
0.974376,0.349777,-0.208996,-0.03178,-0.067288,-0.287865,-0.043392,0.781773,0.231839,0.036595,0.099086,0.407097,-0.822965,-0.545452,0.289888,1
-0.781236,-0.147034,-0.315157,-0.035379,-0.174399,0.061687,-0.195464,-0.079133,-0.31615,0.724499,0.00931,-0.226012,-0.785592,-0.503334,-0.059841,1
-0.898276,-0.169133,-0.34212,-0.034695,-0.274635,-0.339206,-0.247361,-0.291494,-0.318234,3.835951,0.634556,-0.212851,-0.665605,-0.427452,0.032183,2
0.155091,0.108397,1.564853,-0.035972,7.230172,10.648106,0.372058,0.29344,-0.392462,-0.35957,-0.09994,-0.100614,-0.543651,-0.185358,-0.038498,1
-0.196032,-0.123915,0.107448,-0.035335,-0.162286,0.563581,-0.167786,-0.292732,-0.309118,0.068113,-0.064735,-0.261631,0.445748,0.543706,-0.072051,3
-0.664195,-0.136646,0.064618,-0.034851,-0.23642,-0.115735,-0.196861,-0.354881,-0.301044,-0.650203,-0.134552,-0.2471,0.22151,-0.029416,-0.208271,1
-1.132358,-0.168928,-0.12303,-0.035586,-0.275149,-0.119352,-0.241583,-0.391362,-0.352874,-0.343669,-0.10509,-0.28322,1.913126,-0.06875,-0.144513,0
1.091417,-0.137958,-0.202677,-0.035419,-0.178339,-0.096745,-0.138888,-0.265554,-0.460961,-0.650203,-0.134552,-0.184282,0.703424,-0.430062,-0.02107,3
0.272132,0.041761,-0.268333,-0.034308,0.043801,-0.222508,0.104924,1.878573,-0.360687,0.531506,-0.037942,0.324815,-0.258437,-0.533792,-0.093774,1
-0.430113,-0.085452,-0.23636,-0.034736,-0.144011,-0.220306,-0.08649,0.079958,-0.428144,-0.109896,-0.085318,-0.074217,-0.87804,0.730802,-0.080259,1
-0.196032,-0.164289,-0.306604,-0.03585,-0.184668,0.542139,-0.236991,-0.321007,-0.249735,-0.650203,-0.134552,-0.272411,-0.720681,-0.43859,-0.078669,2
-0.196032,-0.164374,-0.212227,-0.034918,-0.281334,-0.36865,-0.271883,-0.389818,0.632673,-0.650203,-0.134552,-0.232959,0.669985,2.47175,-0.208271,1
-0.898276,-0.120749,0.05106,-0.034877,-0.186735,-0.186993,-0.193137,-0.055052,-0.390379,0.004791,-0.081963,-0.152081,-0.592826,-0.291176,-0.094388,0
-0.664195,-0.134207,-0.214708,-0.035241,-0.201832,-0.018027,-0.177776,-0.318749,-0.335163,-0.05128,-0.086036,-0.227228,-0.836733,-0.458083,-0.094505,1
0.740295,-0.156478,-0.144391,-0.035204,-0.263365,-0.345568,-0.222883,-0.394845,0.174019,-0.650203,-0.134552,-0.174032,-0.05977,-0.502029,-0.128279,2
-0.430113,-0.155095,-0.248104,-0.035303,-0.181241,-0.072246,-0.196205,0.09023,0.165684,-0.650203,-0.134552,-0.243403,-0.067638,-0.407176,0.194711,3
-0.781236,-0.131194,-0.10852,-0.034846,-0.233289,0.075298,-0.193915,-0.385179,-0.127584,-0.368439,-0.104185,-0.26755,-0.720681,-0.461564,-0.057142,3
-0.313072,-0.130589,-0.162109,-0.033298,-0.262386,-0.375547,-0.230852,-0.359533,-0.036165,-0.579704,-0.100408,0.368239,-0.136483,-0.029155,0.235124,3
0.155091,-0.161333,4.203308,-0.033761,-0.279628,-0.360208,-0.252173,-0.371431,-0.02757,-0.650203,-0.134552,-0.217272,1.323028,-0.485321,-0.208271,0
-0.313072,-0.165601,-0.222901,-0.034826,-0.27858,-0.356868,-0.24648,-0.388612,-0.260414,-0.650203,-0.134552,-0.210642,0.150698,0.024363,-0.208271,2
-1.249399,-0.168274,-0.317333,-0.035054,-0.275831,-0.179548,-0.246719,-0.342877,-0.452106,0.915002,-0.040501,-0.279184,-0.767889,-0.381765,-0.122114,0
0.740295,-0.133911,-0.238895,-0.032783,-0.258137,-0.288238,-0.209499,-0.086704,-0.40809,1.278744,0.039272,-0.213943,-0.740351,-0.459562,-0.080705,2
-0.664195,-0.170676,0.654413,-0.034628,-0.28663,-0.383785,-0.264685,-0.397243,0.185479,-0.650203,-0.134552,-0.201713,0.473286,-0.524045,-0.208271,3
-1.366439,-0.171075,-0.343569,-0.035385,-0.282925,-0.307438,-0.247509,-0.390756,0.028687,4.541535,0.111835,-0.28117,-0.760021,-0.206243,-0.142198,3
-0.547154,-0.156404,-0.146105,-0.030685,-0.283101,-0.319992,-0.252507,-0.398293,0.674606,-0.650203,-0.134552,-0.275821,0.048415,-0.353658,-0.208271,1
1.208458,-0.101714,-0.248573,-0.035264,-0.165264,-0.354971,-0.271824,-0.064602,0.164903,-0.650203,-0.134552,0.539348,1.435147,2.449908,-0.208271,3
-0.430113,-0.132803,-0.192319,-0.035587,-0.128889,0.037602,-0.174921,-0.297472,-0.130709,-0.650203,-0.134552,-0.23948,0.020877,-0.455037,-0.019311,1
-1.132358,-0.154398,0.006356,-0.035045,-0.26188,0.221373,-0.240587,-0.398601,-0.047886,-0.514918,-0.123004,-0.286048,1.978037,1.322721,-0.091228,1
0.740295,0.603693,-0.197623,-0.03282,0.327317,-0.301571,0.681351,5.957542,-0.435176,0.442768,-0.016937,1.867244,-0.846568,-0.540927,-0.058272,2
0.272132,-0.135695,-0.315258,-0.033438,-0.242689,-0.319979,-0.201799,0.137391,1.152534,0.154918,-0.106042,-0.127384,-0.407928,0.013485,-0.158952,3
-0.547154,-0.165321,-0.136633,-0.035402,-0.272593,-0.347986,-0.230568,-0.350922,-0.160401,-0.650203,-0.134552,-0.196985,-0.146318,0.309706,-0.208271,2
-0.078991,-0.122038,0.83089,-0.034365,-0.23975,-0.325094,-0.16895,-0.327449,0.579541,-0.650203,-0.134552,-0.081038,5.022947,0.001563,0.112642,4
-0.781236,-0.164564,0.070148,-0.032431,-0.284566,-0.37033,-0.255701,-0.39748,0.219337,-0.650203,-0.134552,-0.238024,0.886355,-0.139498,-0.208271,0
0.272132,-0.090252,-0.368485,-0.035783,0.395145,-0.096399,0.27637,0.659016,-0.2526,-0.141611,0.905787,0.393275,-0.25647,-0.262111,2.638622,4
-1.249399,-0.169012,-0.301374,-0.035927,-0.267572,-0.2016,-0.244672,-0.390807,-0.446376,-0.650203,-0.134552,-0.272845,-0.11878,1.26694,-0.174559,2
-0.781236,-0.137444,-0.294959,-0.035679,-0.113864,0.376762,-0.149229,-0.276797,-0.062992,0.491259,-0.085786,-0.228986,-0.520047,-0.485843,-0.147868,3
-0.313072,-0.144207,-0.185487,-0.035376,-0.21918,-0.108215,-0.21612,-0.372902,-0.107789,-0.135976,-0.0949,-0.229898,-0.116813,0.293781,-0.100255,3
