@relation InstanceResultListener

@attribute Key_Dataset {'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {-D,-K}
@attribute Key_Scheme_version_ID {5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureExtraArcs numeric
@attribute measureMissingArcs numeric
@attribute measureReversedArcs numeric
@attribute measureDivergence numeric
@attribute measureBayesScore numeric
@attribute measureBDeuScore numeric
@attribute measureMDLScore numeric
@attribute measureAICScore numeric
@attribute measureEntropyScore numeric

@data
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,36,73,0,33.027523,66.972477,0,0.151163,0.272285,0.451889,89.037204,115.527884,238.311413,836.843721,-598.532308,2.186343,7.677465,-5.491122,51.132599,0.469106,21.456211,0.142857,2,0.010526,1,0.989474,94,0.857143,12,0.666667,0.142857,0.235294,0.270628,0.646617,0.352124,0.330275,0.177512,0.822488,0.669725,0.392591,0.330275,0.320028,0.159579,0.615492,0.377319,0.299778,0.330275,0.015,0.159,0,0.078125,0,78.125,688419,400406,48056,64.220183,47.706422,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.103422,0.273251,0.462267,89.309569,118.116502,238.541847,608.721482,-370.179634,2.188457,5.584601,-3.396143,49.942772,0.458191,20.936692,0.071429,1,0.042105,4,0.957895,91,0.928571,13,0.2,0.071429,0.105263,0.046896,0.773684,0.367342,0.311927,0.21791,0.78209,0.688073,0.319579,0.311927,0.293417,0.092651,0.633796,0.355923,0.290862,0.311927,0.016,0.141,0.015625,0.078125,15.625,78.125,674819,400406,48056,66.055046,44.770642,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,22,86,0,20.37037,79.62963,0,0.013175,0.313674,0.499977,102.693026,127.992306,234.895971,834.218925,-599.322954,2.174963,7.724249,-5.549287,19.43062,0.179913,8.272011,0.071429,1,0.010638,1,0.989362,93,0.928571,13,0.5,0.071429,0.125,0.151459,0.709726,0.305805,0.203704,0.192274,0.807726,0.796296,0.288493,0.203704,0.198364,0.022373,0.563707,0.308425,0.17586,0.203704,0.011,0.143,0,0.140625,0,140.625,679619,400811,47651,50,45.185185,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',2,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,34,74,0,31.481481,68.518519,0,0.119145,0.274967,0.451163,90.020774,115.496033,234.895971,650.937313,-416.041342,2.174963,6.027197,-3.852235,47.426013,0.43913,20.19022,0.214286,3,0.031915,3,0.968085,91,0.785714,11,0.5,0.214286,0.3,0.267428,0.836626,0.433895,0.314815,0.197513,0.802487,0.685185,0.346284,0.314815,0.314269,0.121281,0.636361,0.33906,0.298205,0.314815,0.015,0.152,0.015625,0.046875,15.625,46.875,686019,400811,47651,68.518519,45.740741,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,1,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.06522,0.305188,0.493274,99.992936,126.387448,236.588645,774.703467,-538.114822,2.170538,7.107371,-4.936833,25.478176,0.233745,10.768976,0.071429,1,0.052632,5,0.947368,90,0.928571,13,0.166667,0.071429,0.1,0.027575,0.672932,0.212247,0.256881,0.187766,0.812234,0.743119,0.291091,0.256881,0.254568,0.068561,0.561761,0.291232,0.216217,0.256881,0.006,0.158,0.015625,0.09375,15.625,93.75,682819,400406,48056,54.12844,44.220183,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,2,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.119642,0.273433,0.444882,89.588598,113.988427,236.588645,883.29787,-646.709225,2.170538,8.10365,-5.933112,50.505736,0.463355,21.347489,0.214286,3,0.063158,6,0.936842,89,0.785714,11,0.333333,0.214286,0.26087,0.183717,0.667669,0.308279,0.311927,0.19379,0.80621,0.688073,0.303175,0.311927,0.293437,0.103054,0.627964,0.339954,0.279717,0.311927,0.016,0.211,0,0.109375,0,109.375,682819,400406,48056,66.972477,48.623853,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,3,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,31,78,0,28.440367,71.559633,0,0.080567,0.285797,0.468415,93.455689,119.753061,238.311413,825.271413,-586.96,2.186343,7.571297,-5.384954,42.276743,0.38786,17.740125,0.142857,2,0.031579,3,0.968421,92,0.857143,12,0.4,0.142857,0.210526,0.177965,0.763158,0.296942,0.284404,0.215002,0.784998,0.715596,0.299648,0.284404,0.264343,0.064152,0.609884,0.327323,0.274322,0.284404,0.01,0.153,0,0.09375,0,93.75,678019,400406,48056,66.055046,47.33945,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,4,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,36,73,0,33.027523,66.972477,0,0.147068,0.270812,0.450743,88.555583,115.234949,238.311413,711.978673,-473.66726,2.186343,6.531914,-4.345571,55.608389,0.510169,23.334337,0.285714,4,0.094737,9,0.905263,86,0.714286,10,0.307692,0.285714,0.296296,0.197152,0.692481,0.261527,0.330275,0.187234,0.812766,0.669725,0.336541,0.330275,0.324974,0.133828,0.624263,0.355571,0.330486,0.330275,0.007,0.183,0,0.15625,0,156.25,682819,400406,48056,66.055046,46.055046,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,5,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,34,75,0,31.192661,68.807339,0,0.126976,0.274198,0.448223,89.662721,114.590747,238.311413,417.299685,-178.988272,2.186343,3.828437,-1.642094,53.409065,0.489991,22.411459,0.285714,4,0.073684,7,0.926316,88,0.714286,10,0.363636,0.285714,0.32,0.235512,0.78797,0.435386,0.311927,0.194035,0.805965,0.688073,0.32227,0.311927,0.297489,0.108202,0.634729,0.355302,0.319023,0.311927,0,0.135,0,0.09375,0,93.75,682819,400406,48056,72.477064,50.642202,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,6,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.036871,0.293036,0.49935,95.868205,127.729982,238.044487,1199.980524,-961.936037,2.183894,11.008996,-8.825101,30.644625,0.281143,12.873487,0.285714,4,0.042105,4,0.957895,91,0.714286,10,0.5,0.285714,0.363636,0.312546,0.790226,0.374328,0.256881,0.223114,0.776886,0.743119,0.348225,0.256881,0.226176,0.05992,0.60339,0.337612,0.210949,0.256881,0.006,0.143,0,0.046875,0,46.875,684419,400406,48056,54.12844,37.431193,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,7,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,28,81,0,25.688073,74.311927,0,0.028713,0.299973,0.475999,98.137773,121.757047,238.044487,535.275293,-297.230806,2.183894,4.910783,-2.726888,27.852435,0.255527,11.700517,0.071429,1,0.010526,1,0.989474,94,0.928571,13,0.5,0.071429,0.125,0.151828,0.693985,0.293892,0.256881,0.235508,0.764492,0.743119,0.312399,0.256881,0.248468,0.036458,0.543676,0.305343,0.231996,0.256881,0.015,0.127,0,0.109375,0,109.375,691619,400406,48056,56.880734,51.192661,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,8,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,979,109,35,74,0,32.110092,67.889908,0,0.132688,0.274574,0.446669,89.741917,114.13099,238.541847,784.258325,-545.716478,2.188457,7.195031,-5.006573,50.59811,0.464203,21.211418,0.214286,3,0.031579,3,0.968421,92,0.785714,11,0.5,0.214286,0.3,0.268032,0.793985,0.378095,0.321101,0.184251,0.815749,0.678899,0.379189,0.321101,0.33142,0.153242,0.629688,0.390339,0.301559,0.321101,0.01,0.163,0,0.0625,0,62.5,678819,400406,48056,64.220183,46.238532,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,9,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,33,75,0,30.555556,69.444444,0,0.112134,0.28085,0.465286,91.946742,119.111591,234.895971,727.216337,-492.320366,2.174963,6.733485,-4.558522,46.017267,0.426086,19.590488,0.142857,2,0.031915,3,0.968085,91,0.857143,12,0.4,0.142857,0.210526,0.177346,0.680851,0.264412,0.305556,0.200038,0.799962,0.694444,0.298576,0.305556,0.273769,0.088119,0.609762,0.309184,0.273376,0.305556,0.02,0.17,0,0.15625,0,156.25,689219,400811,47651,65.740741,46.111111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,47,49,45-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NominalToBinary-R3,4,46-weka.filters.unsupervised.attribute.Remove-R2',3,10,weka.classifiers.bayes.NaiveBayes,-K,5995231201785697655,20251028.1702,980,108,34,74,0,31.481481,68.518519,0,0.124452,0.278292,0.457268,91.10948,117.059008,234.895971,657.980923,-423.084952,2.174963,6.092416,-3.917453,42.073337,0.389568,17.911477,0,0,0,0,1,94,1,14,?,0,?,?,0.723404,0.376863,0.314815,0.184013,0.815987,0.685185,?,0.314815,?,?,0.623954,0.379216,?,0.314815,0.016,0.142,0,0.046875,0,46.875,677219,400811,47651,61.111111,46.851852,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
