@relation InstanceResultListener

@attribute Key_Dataset {'train_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48','train_proc_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48'}
@attribute Key_Run {1,2,3}
@attribute Key_Fold {1,2,3,4,5}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.trees.RandomTree,weka.classifiers.trees.RandomForest,weka.classifiers.trees.REPTree,weka.classifiers.trees.LMT,weka.classifiers.rules.JRip,weka.classifiers.rules.OneR,weka.classifiers.rules.DecisionTable,weka.classifiers.lazy.IBk,weka.classifiers.lazy.KStar,weka.classifiers.functions.RBFClassifier,weka.classifiers.functions.SMO}
@attribute Key_Scheme_options {'-C 0.1 -M 10','-K 0 -M 1.0 -V 0.001 -S 1','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1 -depth 20','-M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0','-I -1 -M 15 -W 0.0','-F 3 -N 2.0 -O 2 -S 1','-B 6','-X 1 -S \"weka.attributeSelection.BestFirst -D 1 -N 5\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-B 40 -M a','-N 5 -R 0.01 -L 1.0E-6 -C 2 -P 1 -E 1 -S 1','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"'}
@attribute Key_Scheme_version_ID {-217733168393644444,-9051119597407396024,1116839470751428698,-9216785998198681299,-1113212459618104943,-6589312996832147161,-3459427003147861443,2888557078165701326,-3080186098777067172,332458330800479083,-7847475556438394611,-6585883636378691736}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 66\nSize of the tree: 113\n','Number of leaves: 64\nSize of the tree: 109\n','Number of leaves: 47\nSize of the tree: 84\n','Number of leaves: 46\nSize of the tree: 82\n','Number of leaves: 40\nSize of the tree: 70\n','Number of leaves: 75\nSize of the tree: 131\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 73\nSize of the tree: 127\n','Number of leaves: 52\nSize of the tree: 94\n','Number of leaves: 53\nSize of the tree: 96\n','Number of leaves: 60\nSize of the tree: 101\n','Number of leaves: 43\nSize of the tree: 76\n','Number of leaves: 57\nSize of the tree: 104\n','Number of leaves: 49\nSize of the tree: 88\n','Number of leaves: 85\nSize of the tree: 142\n','Number of leaves: 48\nSize of the tree: 86\n','Number of leaves: 72\nSize of the tree: 125\n','Number of leaves: 63\nSize of the tree: 107\n','Number of leaves: 79\nSize of the tree: 139\n','Number of leaves: 81\nSize of the tree: 134\n','Number of leaves: 71\nSize of the tree: 123\n','Number of leaves: 54\nSize of the tree: 98\n','Number of leaves: 57\nSize of the tree: 95\n','Number of leaves: 59\nSize of the tree: 108\n','Number of leaves: 62\nSize of the tree: 114\n','Number of leaves: 89\nSize of the tree: 141\n','Number of leaves: 62\nSize of the tree: 105\n','Number of leaves: 55\nSize of the tree: 100\n','Number of leaves: 39\nSize of the tree: 68\n','Number of leaves: 67\nSize of the tree: 106\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 87\nSize of the tree: 137\n','Number of leaves: 68\nSize of the tree: 117\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,4,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1199,299,114,185,0,38.12709,61.87291,0,0.179656,0.284419,0.377825,92.515505,96.381954,657.702014,598.546483,59.155531,2.199672,2.001828,0.197845,110.993408,0.371215,16.875942,0.375,15,0.07722,20,0.92278,239,0.625,25,0.428571,0.375,0.4,0.315311,0.775676,0.343017,0.381271,0.20866,0.79134,0.618729,0.388775,0.381271,0.377366,0.183004,0.689662,0.396226,0.357044,0.381271,2.088,0,1.125,0,1125,0,23010,499538,127838,97.324415,84.682274,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,5,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1199,299,100,199,0,33.444816,66.555184,0,0.106712,0.287866,0.385864,93.6638,98.470678,657.203496,688.230172,-31.026676,2.198005,2.301773,-0.103768,102.995456,0.344466,15.671775,0.1,4,0.07722,20,0.92278,239,0.9,36,0.166667,0.1,0.125,0.02854,0.701448,0.25931,0.334448,0.231537,0.768463,0.665552,0.342481,0.334448,0.324772,0.115149,0.645755,0.346864,0.297808,0.334448,2.418,0,1.078125,0,1078.125,0,23010,499538,127838,96.655518,83.143813,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,1,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1198,300,107,193,0,35.666667,64.333333,0,0.138136,0.287374,0.386744,93.447511,98.616158,660.580234,2065.764122,-1405.183888,2.201934,6.88588,-4.683946,104.407136,0.348024,15.805368,0.317073,13,0.054054,14,0.945946,245,0.682927,28,0.481481,0.317073,0.382353,0.315694,0.825784,0.384108,0.356667,0.221701,0.778299,0.643333,0.34868,0.356667,0.34206,0.141656,0.658554,0.349577,0.30836,0.356667,3.053,0,1.53125,0,1531.25,0,23010,499125,128251,96.666667,82.733333,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,2,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1198,300,87,213,0,29,71,0,0.044914,0.292426,0.386865,95.090361,98.647031,660.580234,622.610051,37.970183,2.201934,2.075367,0.126567,82.973951,0.27658,12.560768,0.292683,12,0.104247,27,0.895753,232,0.707317,29,0.307692,0.292683,0.3,0.192465,0.749506,0.346242,0.29,0.251334,0.748666,0.71,0.287831,0.29,0.272672,0.047422,0.629705,0.328081,0.243446,0.29,1.122,0,0.453125,0,453.125,0,31399,499125,128251,99,88.4,?,3,2,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,3,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1198,300,97,203,0,32.333333,67.666667,0,0.106855,0.28167,0.4046,91.655414,103.263804,659.159136,837.93173,-178.772593,2.197197,2.793106,-0.595909,123.249429,0.410831,18.697978,0.325,13,0.088462,23,0.911538,237,0.675,27,0.361111,0.325,0.342105,0.247437,0.725288,0.271647,0.323333,0.222919,0.777081,0.676667,0.321749,0.323333,0.320663,0.104444,0.635551,0.325215,0.30731,0.323333,1.155,0,0.65625,0,656.25,0,158441,499125,128251,88.333333,69.933333,?,19,10,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,4,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1199,299,103,196,0,34.448161,65.551839,0,0.117848,0.289725,0.380978,94.254566,97.204464,657.4377,601.536194,55.901506,2.198788,2.011827,0.186962,91.841073,0.307161,13.969548,0.15,6,0.073359,19,0.926641,240,0.85,34,0.24,0.15,0.184615,0.094253,0.738514,0.283669,0.344482,0.229137,0.770863,0.655518,0.335703,0.344482,0.328002,0.12276,0.667118,0.365388,0.282019,0.344482,1.514,0,0.703125,0,703.125,0,23010,499538,127838,99.331104,88.294314,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,5,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1199,299,98,201,0,32.77592,67.22408,0,0.107979,0.292872,0.392217,95.240586,100.019082,658.360281,731.023859,-72.663579,2.201874,2.444896,-0.243022,92.05328,0.307871,13.982204,0.268293,11,0.112403,29,0.887597,229,0.731707,30,0.275,0.268293,0.271605,0.157521,0.662034,0.229525,0.327759,0.224716,0.775284,0.672241,0.326361,0.327759,0.319213,0.109579,0.621183,0.312833,0.301577,0.327759,2.192,0,0.90625,0,906.25,0,23010,499538,127838,95.317726,83.277592,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,1,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2218,1198,300,93,207,0,31,69,0,0.051039,0.295724,0.384805,96.190475,98.159503,660.081717,621.509178,38.572538,2.200272,2.071697,0.128575,70.033822,0.233446,10.609871,0.097561,4,0.019305,5,0.980695,254,0.902439,37,0.444444,0.097561,0.16,0.157577,0.739806,0.318129,0.31,0.260137,0.739863,0.69,0.306217,0.31,0.266536,0.064428,0.642476,0.328886,0.217798,0.31,1.152,0,0.5,0,500,0,23010,499125,128251,99,92,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,2,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2219,1198,300,82,218,0,27.333333,72.666667,0,0.024099,0.295101,0.38938,95.960127,99.28841,660.580234,632.320073,28.260161,2.201934,2.107734,0.094201,75.384103,0.25128,11.411801,0.121951,5,0.069498,18,0.930502,241,0.878049,36,0.217391,0.121951,0.15625,0.067719,0.723985,0.321911,0.273333,0.250184,0.749816,0.726667,0.252481,0.273333,0.251412,0.025037,0.616275,0.310961,0.213829,0.273333,1.611,0,0.71875,0,718.75,0,23010,499125,128251,97.666667,86.933333,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,3,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2219,1198,300,94,206,0,31.333333,68.666667,0,0.072671,0.286672,0.38318,93.219321,97.707447,660.580234,604.532448,56.047786,2.201934,2.015108,0.186826,106.52842,0.355095,16.126492,0.219512,9,0.050193,13,0.949807,246,0.780488,32,0.409091,0.219512,0.285714,0.223107,0.781995,0.398794,0.313333,0.247722,0.752278,0.686667,0.343652,0.313333,0.303004,0.086719,0.646852,0.36252,0.283379,0.313333,2.542,0,0.875,0,875,0,23010,499125,128251,97.666667,82.866667,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,4,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2219,1199,299,95,204,0,31.772575,68.227425,0,0.09669,0.288877,0.384298,93.978702,98.051525,657.4377,622.103197,35.334503,2.198788,2.080613,0.118176,93.684555,0.313326,14.249952,0.325,13,0.123552,32,0.876448,227,0.675,27,0.288889,0.325,0.305882,0.191787,0.735135,0.313337,0.317726,0.225543,0.774457,0.682274,0.312769,0.317726,0.308543,0.095664,0.64691,0.366489,0.289345,0.317726,2.789,0,1.109375,0,1109.375,0,23010,499538,127838,98.327759,85.48495,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,5,weka.classifiers.trees.LMT,'-I -1 -M 15 -W 0.0',-1113212459618104943,20251029.2219,1199,299,116,183,0,38.795987,61.204013,0,0.173846,0.288518,0.382377,93.861763,97.561476,657.4377,669.87764,-12.43994,2.198788,2.240393,-0.041605,99.72576,0.333531,15.168853,0.25,10,0.057915,15,0.942085,244,0.75,30,0.4,0.25,0.307692,0.236226,0.767664,0.349341,0.38796,0.220526,0.779474,0.61204,0.396903,0.38796,0.372172,0.184492,0.664481,0.371534,0.347707,0.38796,1.814,0,0.75,0,750,0,23010,499538,127838,96.32107,84.949833,?,1,1,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,91,209,0,30.333333,69.666667,0,0.024109,0.29988,0.398252,97.527793,101.569853,660.315921,3886.098927,-3225.783006,2.201053,12.953663,-10.75261,49.986099,0.16662,7.570028,0.121951,5,0.027027,7,0.972973,252,0.878049,36,0.416667,0.121951,0.188679,0.166392,0.557538,0.176372,0.303333,0.283376,0.716624,0.696667,?,0.303333,?,?,0.530855,0.252213,?,0.303333,0.521,0,0.125,0,125,0,12761,499125,128251,95.666667,92.2,?,?,?,8,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,104,196,0,34.666667,65.333333,0,0.085266,0.295423,0.390996,96.078387,99.719094,660.315921,1719.573733,-1059.257812,2.201053,5.731912,-3.530859,49.601264,0.165338,7.511747,0.073171,3,0.007722,2,0.992278,257,0.926829,38,0.6,0.073171,0.130435,0.175609,0.616442,0.216055,0.346667,0.266613,0.733387,0.653333,0.428254,0.346667,0.282099,0.126435,0.563369,0.27167,0.231826,0.346667,0.52,0,0.1875,0,187.5,0,13025,499125,128251,99.333333,95.266667,?,?,?,8,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,102,198,0,34,66,0,0.081093,0.297837,0.393226,96.849694,100.269037,660.580234,3867.828971,-3207.248737,2.201934,12.892763,-10.690829,49.741468,0.165805,7.529966,0.243902,10,0.057915,15,0.942085,244,0.756098,31,0.4,0.243902,0.30303,0.231147,0.59563,0.200673,0.34,0.263586,0.736414,0.66,?,0.34,?,?,0.559866,0.263407,?,0.34,0.586,0,0.140625,0,140.625,0,11406,499125,128251,97.333333,93.333333,?,?,?,5,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,91,208,0,30.434783,69.565217,0,0.020444,0.301994,0.395232,98.232138,100.822334,657.702014,1729.594238,-1071.892224,2.199672,5.784596,-3.584924,33.164378,0.110918,5.042463,0,0,0,0,1,259,1,40,?,0,?,?,0.553089,0.153996,0.304348,0.286689,0.713311,0.695652,?,0.304348,?,?,0.53443,0.246997,?,0.304348,0.436,0,0.125,0,125,0,11623,499538,127838,98.662207,94.448161,?,?,?,5,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,91,208,0,30.434783,69.565217,0,0.022154,0.299485,0.39527,97.444282,100.870859,657.203496,656.860418,0.343078,2.198005,2.196858,0.001147,39.648437,0.132603,6.032901,0.125,5,0.03861,10,0.96139,249,0.875,35,0.333333,0.125,0.181818,0.134722,0.547876,0.181909,0.304348,0.286293,0.713707,0.695652,?,0.304348,?,?,0.540089,0.251804,?,0.304348,0.415,0,0.28125,0,281.25,0,11550,499538,127838,100,95.785953,?,?,?,5,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,102,198,0,34,66,0,0.072918,0.300128,0.389824,97.594946,99.401759,660.580234,653.233336,7.346898,2.201934,2.177444,0.02449,42.500098,0.141667,6.433753,0.243902,10,0.042471,11,0.957529,248,0.756098,31,0.47619,0.243902,0.322581,0.27118,0.568603,0.215227,0.34,0.272702,0.727298,0.66,?,0.34,?,?,0.542733,0.256575,?,0.34,0.39,0,0.140625,0,140.625,0,10525,499125,128251,99,97.066667,?,?,?,3,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,85,215,0,28.333333,71.666667,0,-0.011035,0.306687,0.396704,99.727719,101.156024,660.580234,677.233283,-16.653048,2.201934,2.257444,-0.05551,24.210329,0.080701,3.66501,0.073171,3,0.057915,15,0.942085,244,0.926829,38,0.166667,0.073171,0.101695,0.022065,0.482578,0.138862,0.283333,0.295483,0.704517,0.716667,?,0.283333,?,?,0.497525,0.231746,?,0.283333,0.488,0,0.1875,0,187.5,0,10457,499125,128251,99.333333,97.866667,?,?,?,3,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,94,206,0,31.333333,68.666667,0,0.027323,0.304114,0.396216,98.958804,101.123997,659.159136,668.898336,-9.739199,2.197197,2.229661,-0.032464,28.521822,0.095073,4.327001,0.025,1,0.003846,1,0.996154,259,0.975,39,0.5,0.025,0.047619,0.088366,0.524856,0.146019,0.313333,0.288228,0.711772,0.686667,?,0.313333,?,?,0.515641,0.239078,?,0.313333,0.512,0,0.125,0,125,0,11950,499125,128251,99.333333,96.8,?,?,?,6,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,89,210,0,29.765886,70.234114,0,-0.005621,0.306322,0.392902,99.654051,100.246904,657.4377,659.35782,-1.92012,2.198788,2.20521,-0.006422,10.76735,0.036011,1.637775,0,0,0,0,1,259,1,40,?,0,?,?,0.522249,0.139148,0.297659,0.303881,0.696119,0.702341,?,0.297659,?,?,0.507585,0.234542,?,0.297659,0.397,0,0.09375,0,93.75,0,10118,499538,127838,99.665552,98.729097,?,?,?,2,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',2,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,90,209,0,30.100334,69.899666,0,0.00568,0.304402,0.396601,98.990105,101.136949,658.360281,2803.337717,-2144.977437,2.201874,9.375711,-7.173838,17.138337,0.057319,2.603185,0,0,0,0,1,258,1,41,?,0,?,?,0.517347,0.141942,0.301003,0.296952,0.703048,0.698997,?,0.301003,?,?,0.513108,0.236954,?,0.301003,0.425,0,0.1875,0,187.5,0,10595,499538,127838,98.327759,95.719064,?,?,?,3,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,100,200,0,33.333333,66.666667,0,0.063627,0.298871,0.39637,97.214086,101.109694,660.081717,2807.554427,-2147.472711,2.200272,9.358515,-7.158242,50.455157,0.168184,7.643774,0.219512,9,0.027027,7,0.972973,252,0.780488,32,0.5625,0.219512,0.315789,0.294252,0.610462,0.235738,0.333333,0.275152,0.724848,0.666667,?,0.333333,?,?,0.534897,0.256166,?,0.333333,0.608,0,0.34375,0,343.75,0,12625,499125,128251,98,94.8,?,?,?,8,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,93,207,0,31,69,0,0.017374,0.304634,0.393962,99.060059,100.456879,660.580234,1734.576809,-1073.996575,2.201934,5.781923,-3.579989,18.716352,0.062388,2.83332,0.04878,2,0.023166,6,0.976834,253,0.95122,39,0.25,0.04878,0.081633,0.054612,0.513702,0.14374,0.31,0.293687,0.706313,0.69,?,0.31,?,?,0.508897,0.235071,?,0.31,0.373,0,0.140625,0,140.625,0,10595,499125,128251,98.666667,98.066667,?,?,?,3,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1198,300,94,206,0,31.333333,68.666667,0,0.036888,0.302085,0.396676,98.23121,101.14873,660.580234,4946.709,-4286.128765,2.201934,16.48903,-14.287096,40.051149,0.133504,6.063026,0.146341,6,0.050193,13,0.949807,246,0.853659,35,0.315789,0.146341,0.2,0.135598,0.563612,0.16751,0.313333,0.279895,0.720105,0.686667,?,0.313333,?,?,0.530413,0.243465,?,0.313333,0.49,0,0.140625,0,140.625,0,11475,499125,128251,97.666667,95.666667,?,?,?,5,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,99,200,0,33.110368,66.889632,0,0.068608,0.298066,0.394822,96.968145,100.736573,657.4377,662.666066,-5.228366,2.198788,2.216274,-0.017486,45.813894,0.153224,6.968553,0.125,5,0.019305,5,0.980695,254,0.875,35,0.5,0.125,0.2,0.200118,0.572587,0.18603,0.331104,0.26834,0.73166,0.668896,0.329634,0.331104,0.240933,0.090125,0.550543,0.258513,0.22112,0.331104,0.506,0,0.21875,0,218.75,0,12016,499538,127838,97.658863,95.919732,?,?,?,6,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',3,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20251029.2219,1199,299,101,198,0,33.779264,66.220736,0,0.064385,0.300618,0.390428,97.798281,99.615619,657.4377,1717.950352,-1060.512652,2.198788,5.745653,-3.546865,30.490471,0.101975,4.637773,0.075,3,0.019305,5,0.980695,254,0.925,37,0.375,0.075,0.125,0.117491,0.55111,0.162563,0.337793,0.276417,0.723583,0.662207,?,0.337793,?,?,0.541152,0.25795,?,0.337793,0.394,0.001,0.09375,0,93.75,0,10862,499538,127838,99.665552,97.859532,?,?,?,4,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20251029.2219,1198,300,77,223,0,25.666667,74.333333,0,-0.005561,0.297333,0.545283,96.699649,139.06831,660.315921,239502,-238841.684079,2.201053,798.34,-796.138947,67.844491,0.226148,10.27455,0.146341,6,0.069498,18,0.930502,241,0.853659,35,0.25,0.146341,0.184615,0.097294,0.538422,0.153252,0.256667,0.262902,0.737098,0.743333,0.226552,0.256667,0.233912,-0.004928,0.496882,0.231767,0.190334,0.256667,0.014,0,0,0,0,0,1941,499125,128251,25.666667,20,?,?,?,?,?
'train_std_main_financial_metrics-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,46,48',1,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,20251029.2219,1198,300,85,215,0,28.333333,71.666667,0,0.028936,0.286667,0.535413,93.230603,136.551029,660.315921,230910,-230249.684079,2.201053,769.7,-767.498947,87.594641,0.291982,13.265566,0.170732,7,0.061776,16,0.938224,243,0.829268,34,0.304348,0.170732,0.21875,0.140666,0.554478,0.165295,0.283333,0.255741,0.744259,0.716667,?,0.283333,?,?,0.513796,0.238816,?,0.283333,0.012,0,0,0,0,0,1892,499125,128251,28.333333,20,?,?,?,?,?
